"","MDS1","MDS2","MDS3"
"Equisetum_hyemale",-0.0988423959087199,0.242267189893978,0.425385816103009
"Rosa_arkansana",-0.100537486097447,-0.0224329021523842,0.064594478292506
"Festuca_idahoensis",-0.100985667881502,-0.701669899254771,-0.146714701332668
"Dalea_purpurea",-0.111280068152201,0.0776453120437467,0.137206597703046
"Artemisia_campestris",-0.119124104561874,0.239957089302136,0.240794555592698
"Rosa_woodsii",-0.119342434077843,0.225261142312178,0.380027539137899
"Eriocoma_nelsonii",-0.120047054446239,-0.555982006124868,-0.0315887198924874
"Antennaria_parvifolia",-0.121457405761127,0.371791158694017,0.0665305956792335
"Elaeagnus_commutata",-0.131896737832359,0.243503321259009,0.344145918920257
"Sporobolus_cryptandrus",-0.132736397020043,-0.0274520547095655,0.133825915683302
