"plotnumber","sourceyr","ecoregion","ecoregion_title","ecodistr","ecodistr_title","ecosite","ecosite_title","ecosite_soil_component","mean_tree_age_year","dominanttree","dominantshrub","dominantherb","dominantcryptogam","laivascular","laitotal","position","slope_position_title","aspect","aspect_cardinal","slope","slope_class_degrees_title","drainage","drainage_title","seepage","elevation_m","mr","soil_moisture_class_title","pm","parent_material_title","order_soil","soil_order_title","grgroup","soil_great_group_title","subgrp","soil_subgroup_title","cf_percent_120","particlesizeclassname_dom_0_30","depth_to_bedrock_cm","depth_to_water_table_cm","depth_to_root_restricting_cm","depth_of_organic_matter_cm","total_live_cover_percent","unknown_taxa_total_cover_percent","number_of_taxa_after_transform","calcareous_0_30"
1,"1999 2000","PR","Prairie","N2","Cypress Hills","PR7","Trembling aspen - white spruce/western snowberry","Fresh silty clay","60.5000000000000000","POPUTRE","RIBEOXY","GRAMSPP","BRACSTA","195.1600000000000000","195.5600000000000000",2,"Upper Slope",84,"E",2,"0.5 – 2.0 degrees",3,"Well",0,120,"4.0000000000000000","Fresh","5.0000000000000000","Glacial-lacustrine","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",0,"Fine-Clayey",,,,10,"155.2000000000000000","19.5000000000000000",30,"non-calcareous"
2,"1999 2000","PR","Prairie","N2","Cypress Hills","PR1","Plains rough fescue - timber oatgrass grassland","Fresh silty clay loam",,,"POTEFRU","FESTHAL","BRYOSPP","96.2000000000000000","99.3000000000000000",2,"Upper Slope",22,"N",2,"0.5 – 2.0 degrees",3,"Well",0,140,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","3.0000000000000000","Chernozemic","13","Black","ORT","Orthic",9,"Loamy",,,,8,"101.7500000000000000","0.0000000000000000",19,"non-calcareous"
3,"1999 2000","PR","Prairie","N2","Cypress Hills","PR7","Trembling aspen - white spruce/western snowberry","Fresh silty clay","63.5000000000000000","PICEGLA","ROSAACI","GRAMSPP","BRACSAL","181.9750000000000000","183.5750000000000000",2,"Upper Slope",325,"N",2,"0.5 – 2.0 degrees",3,"Well",0,122,"4.0000000000000000","Fresh","5.0000000000000000","Glacial-lacustrine","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",0,"Loamy",,,,10,"136.9100000000000000","33.7500000000000000",44,"non-calcareous"
4,"1999 2000","PR","Prairie","N2","Cypress Hills","PR1","Plains rough fescue - timber oatgrass grassland","Fresh silty clay loam",,,"ROSAWOO","GRAMSPP",,"105.8950000000000000","105.8950000000000000",2,"Upper Slope",202,"S",2,"0.5 – 2.0 degrees",3,"Well",0,134,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",73,"Loamy",,,,2,"15.5800000000000000","87.5050000000000000",20,"non-calcareous"
8,"1999 2000","PR","Prairie","N2","Cypress Hills","PR7","Trembling aspen - white spruce/western snowberry","Fresh silty clay","37.0000000000000000","PICEGLA","SYMPOCC","GRAMSPP","HYLOSPL","167.8050000000000000","173.8050000000000000",6,"Depression",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,120,"8.0000000000000000","Very Moist","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","GLE","Gleyed ",34,"Loamy",,,,10,"169.2900000000000000","11.5000000000000000",47,"non-calcareous"
9,"1999 2000","PR","Prairie","N2","Cypress Hills","PR7","Trembling aspen - white spruce/western snowberry","Fresh silty clay","73.0000000000000000","PICEGLA","PRUNVIR","LATHOCH","BRYOSPP","443.1900000000000000","481.0900000000000000",5,"Toe Slope",323,"N",4,"5.0 – 9.0 degrees",3,"Well",0,125,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",0,"Coarse-Silty",,,,6,"174.5400000000000000","11.5000000000000000",29,"non-calcareous"
10,"1999 2000","PR","Prairie","N2","Cypress Hills","PR7","Trembling aspen - white spruce/western snowberry","Fresh silty clay","78.2500000000000000","POPUTRE","SYMPOCC","OSMODEP","BRACCAM","158.2600000000000000","159.0600000000000000",3,"Mid Slope",23,"N",3,"2.0 – 5.0 degrees",3,"Well",0,125,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",0,"Loamy",,,,7,"158.4900000000000000","0.0000000000000000",29,"non-calcareous"
11,"1999 2000","PR","Prairie","N2","Cypress Hills","PR4","Trembling aspen/bearberry/strawberry","Fresh clay loam","57.0000000000000000","POPUBAL","SYMPOCC","MERTPAN",,"231.5900000000000000","231.5900000000000000",2,"Upper Slope",120,"E",4,"5.0 – 9.0 degrees",4,"Moderately well",0,118,"4.0000000000000000","Fresh","4.0000000000000000","Lacustrine","4.0000000000000000","Luvisolic","7","Gray						","DGR",,0,"Loamy",,,,7,"208.2900000000000000","20.7500000000000000",33,"non-calcareous"
12,"1999 2000","PR","Prairie","N2","Cypress Hills","PR3","Trembling aspen - lodgepole pine/bearberry","Fresh clay loam","51.2500000000000000","PINUCON","ARCTUVA","DANTINT",,"115.8000000000000000","115.8000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",3,"Well",0,138,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",9,"Loamy",,,,6,"113.2500000000000000","0.0000000000000000",26,"non-calcareous"
13,"1999 2000","PR","Prairie","N2","Cypress Hills","PR1","Plains rough fescue - timber oatgrass grassland","Fresh silty clay loam",,,"ROSAACI","TRIFHYB",,"144.9800000000000000","144.9800000000000000",4,"Lower Slope",260,"W",2,"0.5 – 2.0 degrees",3,"Well",0,116,"4.0000000000000000","Fresh","5.0000000000000000","Glacial-lacustrine","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",0,"Loamy",,,,3,"113.5300000000000000","1.5000000000000000",22,"non-calcareous"
14,"1999 2000","PR","Prairie","N2","Cypress Hills","PR7","Trembling aspen - white spruce/western snowberry","Fresh silty clay","83.2500000000000000","PICEGLA","SYMPOCC","HIERUMB","BRYOSPP","251.5550000000000000","311.3550000000000000",2,"Upper Slope",240,"W",7,"> 30.0 degrees",3,"Well",0,117,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",0,"Fine-Clayey",,,,4,"130.6400000000000000","18.7500000000000000",45,"non-calcareous"
16,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","85.5000000000000000","PINUCON","SYMPALB","CALARUB","BRACSAL","193.2200000000000000","193.4200000000000000",2,"Upper Slope",268,"W",4,"5.0 – 9.0 degrees",3,"Well",0,136,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",38,"Loamy",,,,7,"165.7700000000000000","0.0000000000000000",26,"non-calcareous"
18,"1999 2000","PR","Prairie","N2","Cypress Hills","PR6","White spruce/grass/other mosses","Fresh silty clay","71.0000000000000000","PICEGLA","SYMPOCC","UNKNSP2","BRYOSPP","247.7600000000000000","257.8600000000000000",2,"Upper Slope",279,"W",4,"5.0 – 9.0 degrees",3,"Well",0,133,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",37,"Loamy",,,,5,"114.8900000000000000","32.0000000000000000",23,"non-calcareous"
19,"1999 2000","PR","Prairie","N2","Cypress Hills","PR1","Plains rough fescue - timber oatgrass grassland","Fresh silty clay loam",,,"ROSAACI","GRAMSPP",,"89.8000000000000000","89.8000000000000000",2,"Upper Slope",248,"W",2,"0.5 – 2.0 degrees",3,"Well",0,121,"4.0000000000000000","Fresh","5.0000000000000000","Glacial-lacustrine","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",0,"Loamy",,,,8,"4.7500000000000000","87.7500000000000000",10,"non-calcareous"
20,"1999 2000","PR","Prairie","N2","Cypress Hills","PR3","Trembling aspen - lodgepole pine/bearberry","Fresh clay loam","77.2500000000000000","PINUCON","SHEPCAN","GRAMSPP","PLEUSCH","172.6600000000000000","174.2600000000000000",2,"Upper Slope",234,"W",2,"0.5 – 2.0 degrees",3,"Well",0,130,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",2,"Fine-Clayey",,,,7,"98.0100000000000000","62.5000000000000000",42,"non-calcareous"
21,"1999 2000","PR","Prairie","N2","Cypress Hills","PR7","Trembling aspen - white spruce/western snowberry","Fresh silty clay","68.5000000000000000","PICEGLA","SHEPCAN","RANUABO","EURHPUL","292.5200000000000000","293.9200000000000000",3,"Mid Slope",240,"W",4,"5.0 – 9.0 degrees",5,"Imperfect",0,119,"6.0000000000000000","Moderately Moist","2.0000000000000000","Glacial-fluvial","3.0000000000000000","Chernozemic","13","Black","GLE","Gleyed ",0,"Loamy",,,,6,"190.0200000000000000","1.7500000000000000",46,"non-calcareous"
22,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","108.5000000000000000","PINUCON","JUNICOM","CAREFIL",,"128.6500000000000000","128.6500000000000000",2,"Upper Slope",309,"W",2,"0.5 – 2.0 degrees",3,"Well",0,136,"4.0000000000000000","Fresh","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",10,"Loamy",,,,8,"132.5000000000000000","0.0000000000000000",17,"non-calcareous"
23,"1999 2000","PR","Prairie","N2","Cypress Hills","PR4","Trembling aspen/bearberry/strawberry","Fresh clay loam","41.5000000000000000","POPUTRE","ARCTUVA","THALVEN","AMBLSER","240.2900000000000000","240.6900000000000000",3,"Mid Slope",124,"E",1,"0 – 0.5 degrees",3,"Well",0,136,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ORT","Orthic",10,"Loamy",,,,11,"190.0400000000000000","0.0000000000000000",37,"non-calcareous"
24,"1999 2000","PR","Prairie","N2","Cypress Hills","PR4","Trembling aspen/bearberry/strawberry","Fresh clay loam",,"POPUTRE","AMELALN","ELYMGLA",,"277.3000000000000000","277.3000000000000000",2,"Upper Slope",294,"W",5,"9.0 – 15.0 degrees",3,"Well",0,132,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",13,"Loamy",,,,12,"211.0000000000000000","1.7500000000000000",28,"non-calcareous"
25,"1999 2000","PR","Prairie","N2","Cypress Hills","PR1","Plains rough fescue - timber oatgrass grassland","Fresh silty clay loam",,,"ROSAACI","GRAMSPP",,"219.7100000000000000","219.7100000000000000",3,"Mid Slope",213,"S",5,"9.0 – 15.0 degrees",3,"Well",0,129,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","3.0000000000000000","Chernozemic","13","Black","ORT","Orthic",35,"Coarse-Silty",,,,7,"39.5100000000000000","87.5000000000000000",16,"non-calcareous"
26,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","93.5000000000000000","PINUCON","RUBUIDA","ARENCON","BRYOSP1","142.8100000000000000","143.4100000000000000",4,"Lower Slope",135,"E",5,"9.0 – 15.0 degrees",3,"Well",0,135,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",17,"Coarse-Silty",,,,3,"132.0100000000000000","3.0000000000000000",24,"non-calcareous"
28,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","75.0000000000000000","PINUCON","ARCTUVA","ANTEMIC","BRACCAM","114.2250000000000000","115.4250000000000000",2,"Upper Slope",138,"S",5,"9.0 – 15.0 degrees",3,"Well",0,135,"2.0000000000000000","Moderately Dry","2.0000000000000000","Glacial-fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",0,"Boulder Pavement",,,,3,"110.8200000000000000","3.5100000000000000",23,"non-calcareous"
29,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","99.3333358800000000","PINUCON","SORBSCO","GRAMSPP",,"299.8700000000000000","299.8700000000000000",4,"Lower Slope",166,"S",6,"15.0 – 30.0 degrees",3,"Well",0,133,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",9,"Fine-Clayey",,,,7,"190.0200000000000000","44.0000000000000000",35,"non-calcareous"
30,"1999 2000","PR","Prairie","N2","Cypress Hills","PR4","Trembling aspen/bearberry/strawberry","Fresh clay loam","66.0000000000000000","POPUTRE","ARCTUVA","GRAMSPP","XANTPOL","443.4450000000000000","444.1450000000000000",2,"Upper Slope",315,"W",6,"15.0 – 30.0 degrees",3,"Well",0,135,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ORT","Orthic",38,"Fine-Clayey",,,,7,"188.9100000000000000","167.5000000000000000",29,"non-calcareous"
31,"1999 2000","PR","Prairie","N2","Cypress Hills","PR3","Trembling aspen - lodgepole pine/bearberry","Fresh clay loam","67.3333358800000000","POPUTRE","ARCTUVA","GRAMSPP","MELAEXA","308.8400000000000000","309.3400000000000000",3,"Mid Slope",104,"E",3,"2.0 – 5.0 degrees",3,"Well",0,135,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",20,"Coarse-Silty",,,,7,"214.1000000000000000","10.0100000000000000",40,"non-calcareous"
32,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","71.0000000000000000","PINUCON","VACCCAE","CARESIC","VULPPIN","223.8200000000000000","224.7200000000000000",3,"Mid Slope",90,"E",6,"15.0 – 30.0 degrees",2,"Rapid",0,134,"3.0000000000000000","Moderately Fresh","2.0000000000000000","Glacial-fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",64,"Sandy",,,,10,"180.0200000000000000","1.5000000000000000",27,"non-calcareous"
33,"1999 2000","PR","Prairie","N2","Cypress Hills","PR4","Trembling aspen/bearberry/strawberry","Fresh clay loam","79.0000000000000000","POPUTRE","ROSAACI","FRAGVIR","CALOEPI","209.1100000000000000","209.5100000000000000",4,"Lower Slope",60,"E",3,"2.0 – 5.0 degrees",2,"Rapid",0,134,"3.0000000000000000","Moderately Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",16,"Loamy",,,,3,"155.5100000000000000","11.7550000000000000",29,"non-calcareous"
34,"1999 2000","PR","Prairie","N2","Cypress Hills","PR1","Plains rough fescue - timber oatgrass grassland","Fresh silty clay loam",,,"ARTEFRI","GRAMSP3",,"342.2750000000000000","342.2750000000000000",7,"Level",360,"N",1,"0 – 0.5 degrees",3,"Well",0,134,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",3,"Loamy",,,,3,"80.5300000000000000","90.5000000000000000",18,"non-calcareous"
35,"1999 2000","PR","Prairie","N2","Cypress Hills","PR4","Trembling aspen/bearberry/strawberry","Fresh clay loam","69.0000000000000000","POPUTRE","JUNICOM","GRAMSPP","LECAHAG","299.9000000000000000","300.7000000000000000",2,"Upper Slope",48,"E",3,"2.0 – 5.0 degrees",3,"Well",0,135,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",3,"Fine-Clayey",,,,6,"205.8100000000000000","162.7500000000000000",36,"non-calcareous"
36,"1999 2000","PR","Prairie","N2","Cypress Hills","PR1","Plains rough fescue - timber oatgrass grassland","Fresh silty clay loam",,,"POTEFRU","GRAMSPP","POLYJUN","122.1700000000000000","122.3700000000000000",3,"Mid Slope",320,"N",7,"> 30.0 degrees",3,"Well",0,120,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","DAR","Dark",1,"Loamy",,,,2,"37.2300000000000000","89.2500000000000000",27,"non-calcareous"
37,"1999 2000","PR","Prairie","N2","Cypress Hills","PR6","White spruce/grass/other mosses","Fresh silty clay","61.5000000000000000","PICEGLA","SYMPOCC","GRAMSP2","BRYOSPP","134.2400000000000000","199.4400000000000000",2,"Upper Slope",351,"N",5,"9.0 – 15.0 degrees",3,"Well",0,126,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",30,"Coarse-Silty",,,,10,"133.8000000000000000","10.5000000000000000",51,"non-calcareous"
38,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","83.0000000000000000","PINUCON","VACCCAE","GRAMSPP","USNEHIR","246.8100000000000000","247.7100000000000000",2,"Upper Slope",90,"E",6,"15.0 – 30.0 degrees",3,"Well",0,125,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",64,"Fine-Clayey",,,,6,"151.0300000000000000","50.0000000000000000",32,"non-calcareous"
39,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","65.3333358800000000","PINUCON","RUBUIDA","POAAARI","PLEUSCH","442.6200000000000000","446.5200000000000000",2,"Upper Slope",210,"S",5,"9.0 – 15.0 degrees",3,"Well",0,132,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",33,"Loamy",,,,3,"202.0300000000000000","150.2500000000000000",32,"non-calcareous"
40,"1999 2000","PR","Prairie","N2","Cypress Hills","PR1","Plains rough fescue - timber oatgrass grassland","Fresh silty clay loam",,,"ROSAARK","HELIHOO","TORTRUR","271.4550000000000000","271.6550000000000000",2,"Upper Slope",45,"N",5,"9.0 – 15.0 degrees",3,"Well",0,126,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",85,"Loamy",,,,6,"140.0100000000000000","2.5000000000000000",18,"non-calcareous"
41,"1999 2000","PR","Prairie","N2","Cypress Hills","PR4","Trembling aspen/bearberry/strawberry","Fresh clay loam","56.5000000000000000","POPUTRE","ARCTUVA","DANTINT","XANTPOL","159.2100000000000000","159.6100000000000000",3,"Mid Slope",44,"N",3,"2.0 – 5.0 degrees",3,"Well",0,133,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","BRU","Brunisolic",7,"Coarse-Silty",,,,5,"160.5200000000000000","1.7500000000000000",29,"non-calcareous"
42,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","80.0000000000000000","PINUCON",,"UNKNSP2","CLADCHL","100.2200000000000000","101.5200000000000000",2,"Upper Slope",140,"S",1,"0 – 0.5 degrees",3,"Well",0,135,"3.0000000000000000","Moderately Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",88,"Loamy",,,,5,"102.5200000000000000","0.2500000000000000",13,"non-calcareous"
43,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","48.5000000000000000","PINUCON","ARCTUVA","DANTINT","VULPPIN","203.6100000000000000","204.4100000000000000",3,"Mid Slope",360,"N",5,"9.0 – 15.0 degrees",3,"Well",0,133,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",20,"Fine-Clayey",,,,7,"154.7600000000000000","0.0000000000000000",28,"non-calcareous"
44,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","59.5000000000000000","PINUCON","AMELALN","CARESIC","PLEUSCH","160.7500000000000000","161.9500000000000000",3,"Mid Slope",248,"W",3,"2.0 – 5.0 degrees",3,"Well",0,136,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ORT","Orthic",37,"Fine-Clayey",,,,4,"104.5300000000000000","4.7600000000000000",23,"non-calcareous"
45,"1999 2000","PR","Prairie","N2","Cypress Hills","PR1","Plains rough fescue - timber oatgrass grassland","Fresh silty clay loam",,,"POTEFRU","GRAMSPP","BRACSAL","261.5300000000000000","261.8300000000000000",2,"Upper Slope",56,"E",4,"5.0 – 9.0 degrees",3,"Well",0,134,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",16,"Loamy",,,,3,"139.2800000000000000","164.5000000000000000",25,"non-calcareous"
47,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","63.0000000000000000","PINUCON","SYMPOCC","SOLISPA","BRYOSIM","347.3800000000000000","348.2800000000000000",3,"Mid Slope",350,"N",6,"15.0 – 30.0 degrees",3,"Well",0,133,"3.0000000000000000","Moderately Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",53,"Loamy",,,,9,"194.9300000000000000","112.5000000000000000",28,"non-calcareous"
48,"1999 2000","PR","Prairie","N2","Cypress Hills","PR1","Plains rough fescue - timber oatgrass grassland","Fresh silty clay loam",,,"POTEFRU","GRAMSPP","PLEUSCH","281.1400000000000000","283.8500000000000000",3,"Mid Slope",225,"S",4,"5.0 – 9.0 degrees",3,"Well",0,134,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",9,"Loamy",,,,3,"199.0400000000000000","175.5000000000000000",22,"non-calcareous"
49,"1999 2000","PR","Prairie","N2","Cypress Hills","PR2","Lodgepole pine/grass","Fresh sandy clay","71.5000000000000000","PINUCON","JUNICOM","ANTENEG","HYLOSPL","64.9400000000000000","71.4400000000000000",3,"Mid Slope",288,"W",7,"> 30.0 degrees",3,"Well",0,134,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",68,"Sandy",,,,7,"62.0400000000000000","3.0000000000000000",36,"non-calcareous"
50,"2001","BS","Boreal Shield","C2","Carswell Plain","BS25","Open fen","Wet mesic organic","162.5000000000000000","LARILAR","LEDUGRO","CARESP1","PLEUSCH","43.3050000000000000","93.5050000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,300,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","2","Mesisol","TYP","Typic",0,"Organic Fibric",,19,,160,"112.1400000000000000","6.2500000000000000",18,"non-calcareous"
51,"2001","BS","Boreal Shield","C2","Carswell Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","100.5000000000000000","PINUBAN","VACCMYR",,"CLADMIT","32.5100000000000000","121.9100000000000000",3,"Mid Slope",145,"S",3,"2.0 – 5.0 degrees",2,"Rapid",0,340,"3.0000000000000000","Moderately Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",25,"Sandy",,,,4,"122.0100000000000000","0.0000000000000000",8,"non-calcareous"
52,"1999 2000","BS","Boreal Shield","C2","Carswell Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","116.0000000000000000","PINUBAN","ARCTUVA","CYPRACA","CLADMIT","57.5600000000000000","147.0600000000000000",5,"Toe Slope",315,"W",3,"2.0 – 5.0 degrees",4,"Moderately well",0,131,"5.0000000000000000","Very Fresh","6.0000000000000000","Eolian","9.0000000000000000","Podzolic","20","Humo-Ferric","OST",,0,"Sandy",,,,5,"139.7600000000000000","0.0000000000000000",10,"non-calcareous"
53,"2001","BS","Boreal Shield","C2","Carswell Plain","BS6","Jack pine - trembling aspen/green alder","Moderately fresh loamy sand","73.5000000000000000","PINUBAN","ROSAACI","ARALNUD","HYLOSPL","100.0000000000000000","103.3000000000000000",2,"Upper Slope",130,"E",4,"5.0 – 9.0 degrees",2,"Rapid",0,343,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",61,"Loamy",,,,6,"106.7500000000000000","2.2500000000000000",28,"non-calcareous"
54,"2001","BS","Boreal Shield","C2","Carswell Plain","BS5","Jack pine - white birch/feathermoss","Moderately dry sand","82.7500000000000000","PINUBAN","ALNUCRI","GEOCLIV","LICHSPP","95.6200000000000000","96.5200000000000000",2,"Upper Slope",334,"N",6,"15.0 – 30.0 degrees",1,"Very rapid",0,342,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",68,"Sandy",,,,8,"103.0100000000000000","0.0000000000000000",19,"non-calcareous"
55,"2001","BS","Boreal Shield","C2","Carswell Plain","BS17","Black spruce treed bog","Very moist mesic organic","117.0000000000000000","PICEMAR","LEDUGRO","RUBUCHA","PLEUSCH","48.3100000000000000","88.7100000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,314,"9.0000000000000000","Moderately Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","3","Humisol","TER","Terric",0,"Organic Fibric",,65,,84,"137.7600000000000000","3.2500000000000000",21,"non-calcareous"
56,"2001","BS","Boreal Shield","C2","Carswell Plain","BS4","Jack pine - black spruce/feathermoss","Moderately dry sand","80.0000000000000000","PINUBAN","ARCTUVA","LINNBOR","PLEUSCH","117.2600000000000000","152.5600000000000000",5,"Toe Slope",172,"S",2,"0.5 – 2.0 degrees",4,"Moderately well",0,299,"5.0000000000000000","Very Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",0,"Sandy",,,,6,"146.2700000000000000","0.7500000000000000",20,"non-calcareous"
58,"1999 2000","PR","Prairie","N2","Cypress Hills","PR6","White spruce/grass/other mosses","Fresh silty clay","92.5000000000000000","PICEGLA","SYMPALB","GRAMSP2","DREPUNC","230.6600000000000000","231.5600000000000000",1,"Crest",230,"W",2,"0.5 – 2.0 degrees",3,"Well",0,128,"4.0000000000000000","Fresh","2.0000000000000000","Glacial-fluvial","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",3,"Fine-Clayey",,,,3,"165.1000000000000000","32.7500000000000000",37,"non-calcareous"
59,"2001","BS","Boreal Shield","C2","Carswell Plain","BS6","Jack pine - trembling aspen/green alder","Moderately fresh loamy sand","86.3333358800000000","PINUBAN","VIBUEDU","LYCOANN","PLEUSCH","159.6600000000000000","176.3100000000000000",1,"Crest",330,"N",2,"0.5 – 2.0 degrees",1,"Very rapid",0,313,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",74,"Sandy",,,,8,"145.6400000000000000","2.0000000000000000",27,"non-calcareous"
