"plotnumber","sourceyr","ecoregion","ecoregion_title","ecodistr","ecodistr_title","ecosite","ecosite_title","ecosite_soil_component","mean_tree_age_year","dominanttree","dominantshrub","dominantherb","dominantcryptogam","laivascular","laitotal","position","slope_position_title","aspect","aspect_cardinal","slope","slope_class_degrees_title","drainage","drainage_title","seepage","elevation_m","mr","soil_moisture_class_title","pm","parent_material_title","order_soil","soil_order_title","grgroup","soil_great_group_title","subgrp","soil_subgroup_title","cf_percent_120","particlesizeclassname_dom_0_30","depth_to_bedrock_cm","depth_to_water_table_cm","depth_to_root_restricting_cm","depth_of_organic_matter_cm","total_live_cover_percent","unknown_taxa_total_cover_percent","number_of_taxa_after_transform","calcareous_0_30"
1717,"1999 2000","BS","Boreal Shield","D9","Sisipuk Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","42.0000000000000000","PINUBAN","VACCMYR","CORNCAN","CLADMIT","150.3200000000000000","184.7700000000000000",3,"Mid Slope",130,"E",3,"2.0 – 5.0 degrees",2,"Rapid",0,447,"3.0000000000000000","Moderately Fresh","5.0000000000000000","Glacial-lacustrine","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",3,"Sandy",,,,3,"180.0200000000000000","0.0000000000000000",36,"non-calcareous"
1718,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS9","Black spruce treed bog","Moderately wet mesic organic",,"POPUTRE","EMPENIG","GEOCLIV","CLADRAN","61.3100000000000000","88.3600000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",1,431,"6.0000000000000000","Moderately Moist","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","GEL","Gleyed Eluviated",26,"Sandy",,,,10,"115.0000000000000000","3.2500000000000000",47,"non-calcareous"
1719,"1999 2000","BS","Boreal Shield","D9","Sisipuk Plain","BS15","Trembling aspen - white birch/green alder","Moderately fresh loamy sand","134.0000000000000000","PICEMAR","VACCVIT","PYROASA","HYLOSPL","151.9000000000000000","163.8500000000000000",3,"Mid Slope",82,"E",6,"15.0 – 30.0 degrees",1,"Very rapid",0,416,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",77,"Sandy",,,,9,"158.5000000000000000","3.2500000000000000",46,"moderately calcareous"
1720,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand",,"PICEMAR","EMPENIG","GEOCLIV","CLADSPP","26.6100000000000000","60.8600000000000000",1,"Crest",300,"W",3,"2.0 – 5.0 degrees",1,"Very rapid",0,441,"1.0000000000000000","Dry","9.0000000000000000","Rock","8.0000000000000000","Nonsoil","19","Nonsoil","NS",,0,"Bedrock",0,,0,8,"92.0100000000000000","0.0000000000000000",32,"non-calcareous"
1721,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS9","Black spruce treed bog","Moderately wet mesic organic",,"PICEMAR","VACCULI","RUBUCHA","PLEUSCH","55.7100000000000000","109.3600000000000000",3,"Mid Slope",104,"E",3,"2.0 – 5.0 degrees",7,"Very poor",0,439,"9.0000000000000000","Moderately Wet","7.0000000000000000","Organic","7.0000000000000000","Cryosolic","17","Organic        ","MES","Mesic",0,"Organic Fibric",,,20,160,"144.4800000000000000","3.0000000000000000",37,"non-calcareous"
1722,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","144.0000000000000000","PICEMAR","VACCULI","GEOCLIV","BRYOSPP","25.3600000000000000","91.6600000000000000",3,"Mid Slope",350,"N",4,"5.0 – 9.0 degrees",2,"Rapid",0,427,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",38,"Sandy",50,,50,7,"77.0000000000000000","0.0000000000000000",35,"non-calcareous"
1723,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","127.0000000000000000","PICEMAR","ALNUCRI","LINNBOR","HYLOSPL","114.6750000000000000","195.7750000000000000",4,"Lower Slope",140,"S",3,"2.0 – 5.0 degrees",1,"Very rapid",0,423,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",88,"Loamy",,,,14,"192.0400000000000000","5.0000000000000000",46,"non-calcareous"
1724,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","136.0000000000000000","PICEMAR","LEDUGRO","EQUISYL","PLEUSCH","59.5500000000000000","126.9000000000000000",2,"Upper Slope",20,"N",3,"2.0 – 5.0 degrees",3,"Well",0,427,"4.0000000000000000","Fresh","1.0000000000000000","Fluvial","7.0000000000000000","Cryosolic","16","Static","BRU","Brunisolic",0,"Sandy",,,15,14,"139.4500000000000000","1.5000000000000000",34,"non-calcareous"
1725,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS10","Labrador tea shrubby bog","Very wet humic organic",,"PICEMAR","VACCULI","RUBUCHA","PLEUSCH","44.2200000000000000","51.3200000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,424,"9.0000000000000000","Moderately Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,,,160,"153.9700000000000000","0.0000000000000000",33,"non-calcareous"
1726,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","95.0000000000000000","PICEMAR","VACCVIT","RUBUCHA","PLEUSCH","127.7200000000000000","254.9200000000000000",1,"Crest",316,"N",4,"5.0 – 9.0 degrees",2,"Rapid",0,429,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",78,"Sandy",,,,26,"153.3600000000000000","0.0000000000000000",21,"non-calcareous"
1727,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","144.0000000000000000","PICEMAR","VACCVIT","RUBUCHA","CLADRAN","62.2500000000000000","103.6500000000000000",3,"Mid Slope",346,"N",6,"15.0 – 30.0 degrees",2,"Rapid",0,430,"2.0000000000000000","Moderately Dry","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",1,"Sandy",,,,5,"128.9800000000000000","1.0000000000000000",36,"non-calcareous"
1728,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS7","White birch - black spruce/lingonberry","Moderately dry loamy sand","38.5000000000000000","PICEMAR","VACCVIT","GEOCLIV","CLADMIT","55.6500000000000000","83.7500000000000000",1,"Crest",999,"L",1,"0 – 0.5 degrees",2,"Rapid",0,421,"3.0000000000000000","Moderately Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",0,"Sandy",,,,3,"101.5000000000000000","1.0000000000000000",27,"non-calcareous"
1729,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","186.0000000000000000","PICEMAR","VACCVIT","CALACAN","CLADRAN","97.7000000000000000","188.6000000000000000",1,"Crest",20,"N",1,"0 – 0.5 degrees",2,"Rapid",0,422,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",32,"Sandy",,,,3,"149.7500000000000000","0.0000000000000000",21,"non-calcareous"
1730,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","188.5000000000000000","PICEMAR","VACCVIT","RUBUCHA","CLADRAN","68.9050000000000000","159.4550000000000000",1,"Crest",304,"W",1,"0 – 0.5 degrees",3,"Well",0,429,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",68,"Loamy",,,,12,"124.7100000000000000","0.0000000000000000",15,"non-calcareous"
1731,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","143.5000000000000000","PICEMAR","VACCVIT","EQUISYL","BRYOSPP","94.0600000000000000","164.9600000000000000",2,"Upper Slope",220,"S",3,"2.0 – 5.0 degrees",5,"Imperfect",0,420,"8.0000000000000000","Very Moist","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","GEL","Gleyed Eluviated",88,"Loamy",,,,9,"109.2000000000000000","0.0000000000000000",25,"non-calcareous"
1732,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","199.0000000000000000","PICEMAR","VACCVIT","RUBUCHA","BRYOSPP","105.5600000000000000","193.9100000000000000",4,"Lower Slope",336,"N",6,"15.0 – 30.0 degrees",3,"Well",1,423,"3.0000000000000000","Moderately Fresh","1.0000000000000000","Fluvial","6.0000000000000000","Regosolic","10","Regosol	","ORT","Orthic",9,"Loamy",,,,20,"160.4700000000000000","1.7600000000000000",29,"non-calcareous"
1733,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","174.5000000000000000","PICEMAR","VACCVIT","GEOCLIV","BRYOSPP","83.1500000000000000","115.9000000000000000",2,"Upper Slope",266,"W",6,"15.0 – 30.0 degrees",2,"Rapid",0,440,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",31,"Loamy",42,,42,9,"101.7000000000000000","0.0000000000000000",30,"non-calcareous"
1734,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","183.0000000000000000","PICEMAR","EMPENIG","GEOCLIV","CLADSTE","130.3700000000000000","188.0200000000000000",1,"Crest",999,"L",1,"0 – 0.5 degrees",1,"Very rapid",0,449,"1.0000000000000000","Dry","9.0000000000000000","Rock","8.0000000000000000","Nonsoil","19","Nonsoil","NS",,0,"Bedrock",0,,0,5,"168.2200000000000000","0.0000000000000000",33,"non-calcareous"
1735,"2001","TS","Taiga Shield","A5","Nueltin Lake Plain","TS9","Black spruce treed bog","Moderately wet mesic organic","201.0000000000000000","PICEMAR","SALISP1","CARESP1","PLEUSCH","126.1050000000000000","203.6050000000000000",4,"Lower Slope",306,"W",3,"2.0 – 5.0 degrees",7,"Very poor",0,422,"9.0000000000000000","Moderately Wet","7.0000000000000000","Organic","7.0000000000000000","Cryosolic","17","Organic        ","MES","Mesic",0,"Organic Mesic",,,30,160,"146.7000000000000000","45.5000000000000000",33,"non-calcareous"
1736,"2001","BP","Boreal Plain","F1","Mossy River Plain","BP11","White birch - white spruce - balsam fir","Fresh sandy clay loam","58.7000007600000000","BETUPAP","CORNSTO","LINNBOR","PLEUSCH","117.0900000000000000","125.6900000000000000",5,"Toe Slope",102,"E",1,"0 – 0.5 degrees",5,"Imperfect",0,367,"7.0000000000000000","Moist","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","GBR","Gleyed Brunisolic",12,"Sandy",,,,15,"133.3400000000000000","0.7500000000000000",69,"non-calcareous"
1737,"2001","BP","Boreal Plain","F1","Mossy River Plain","BP10","Trembling aspen - white spruce/feathermoss","Fresh silty loam","55.6250000000000000","POPUTRE","ROSAACI","EQUISYL","PLEUSCH","197.6133333000000000","206.4133333000000000",7,"Level",300,"W",2,"0.5 – 2.0 degrees",4,"Moderately well",0,340,"4.0000000000000000","Fresh","4.0000000000000000","Lacustrine","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",0,"Loamy",,,,15,"212.2000000000000000","0.0100000000000000",59,"non-calcareous"
1738,"2001","BP","Boreal Plain","F1","Mossy River Plain","BP10","Trembling aspen - white spruce/feathermoss","Fresh silty loam","72.3000030500000000","POPUTRE","VIBUEDU","MITENUD","HYLOSPL","146.8050000000000000","206.6550000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,364,"8.0000000000000000","Very Moist","4.0000000000000000","Lacustrine","5.0000000000000000","Brunisolic","8","Eutric				","GEL","Gleyed Eluviated",1,"Sandy",,,,11,"207.8100000000000000","1.5050000000000000",48,"non-calcareous"
1739,"2001","BP","Boreal Plain","F1","Mossy River Plain","BP19","Black spruce treed bog","Moderately wet fibric organic","83.7500000000000000","PICEMAR","LEDUGRO","EQUIARV","CLADRAN","104.3800000000000000","112.8800000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,354,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","2","Mesisol","TER","Terric",0,"Organic Fibric",,25,,55,"187.0300000000000000","0.2500000000000000",57,"non-calcareous"
1740,"2001","BP","Boreal Plain","F1","Mossy River Plain","BP14","Black spruce/Labrador tea/feathermoss","Very moist sandy clay loam","93.8333358800000000","PICEGLA","VIBUEDU","ARALNUD","HYLOSPL","60.2300000000000000","151.7300000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,363,"7.0000000000000000","Moist","1.0000000000000000","Fluvial","4.0000000000000000","Luvisolic","7","Gray						","GBR","Gleyed Brunisolic",2,"Sandy",,,,16,"146.7100000000000000","0.5050000000000000",43,"non-calcareous"
1741,"2001","BP","Boreal Plain","F1","Mossy River Plain","BP10","Trembling aspen - white spruce/feathermoss","Fresh silty loam","134.7500000000000000","POPUTRE","CORNSTO","MERTPAN","HYLOSPL","157.4100000000000000","191.8600000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",4,"Moderately well",0,364,"4.0000000000000000","Fresh","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",2,"Loamy",,,,13,"189.5000000000000000","1.2500000000000000",56,"non-calcareous"
1742,"2001","BP","Boreal Plain","F1","Mossy River Plain","BP13","White spruce - balsam fir/feathermoss","Fresh sandy clay loam","109.3333359000000000","PICEGLA","ROSAACI","CORNCAN","PLEUSCH","56.7850000000000000","132.7350000000000000",7,"Level",58,"E",1,"0 – 0.5 degrees",5,"Imperfect",1,332,"8.0000000000000000","Very Moist","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","GBR","Gleyed Brunisolic",38,"Loamy",,,,10,"149.6800000000000000","0.7500000000000000",51,"non-calcareous"
1743,"2001","BP","Boreal Plain","F2","Namew Lake Upland","BP10","Trembling aspen - white spruce/feathermoss","Fresh silty loam","67.2500000000000000","POPUTRE","VIBUEDU","RUBUPUB","HYLOSPL","59.7300000000000000","83.6300000000000000",2,"Upper Slope",60,"E",3,"2.0 – 5.0 degrees",3,"Well",0,365,"4.0000000000000000","Fresh","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","BRU","Brunisolic",54,"Loamy",,,,10,"100.9400000000000000","0.5000000000000000",57,"non-calcareous"
1744,"2001","BP","Boreal Plain","F2","Namew Lake Upland","BP4","Jack pine - trembling aspen/feathermoss","Moderately fresh sand","89.2500000000000000","PINUBAN","ROSAACI","ARALNUD","PLEUSCH","56.4500000000000000","123.9500000000000000",2,"Upper Slope",310,"W",3,"2.0 – 5.0 degrees",2,"Rapid",0,348,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",56,"Bedrock",12,,12,5,"135.2900000000000000","0.7500000000000000",43,"non-calcareous"
1745,"2001","BP","Boreal Plain","F2","Namew Lake Upland","BP14","Black spruce/Labrador tea/feathermoss","Very moist sandy clay loam","103.5000000000000000","PICEMAR","JUNIHOR","CORNCAN","CLADMIT","101.2550000000000000","143.5550000000000000",1,"Crest",160,"S",2,"0.5 – 2.0 degrees",1,"Very rapid",0,334,"1.0000000000000000","Dry","9.0000000000000000","Rock","8.0000000000000000","Nonsoil","19","Nonsoil","NS",,0,"Bedrock",1,,1,2,"133.7600000000000000","0.5000000000000000",47,"non-calcareous"
1746,"2001","BP","Boreal Plain","G17","Nipawin Plain","BP19","Black spruce treed bog","Moderately wet fibric organic","64.5000000000000000","PICEMAR","LEDUGRO","RUBUCHA","PLEUSCH","39.0700000000000000","66.9700000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,369,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,85,,160,"140.2500000000000000","0.0000000000000000",28,"non-calcareous"
1747,"2001","BP","Boreal Plain","G17","Nipawin Plain","BP19","Black spruce treed bog","Moderately wet fibric organic","65.5000000000000000","PICEMAR","VACCVIT","RUBUCHA","PLEUSCH","60.6100000000000000","95.7600000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,346,"9.0000000000000000","Moderately Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,90,,160,"171.3400000000000000","1.0000000000000000",29,"non-calcareous"
1748,"2001","BP","Boreal Plain","G17","Nipawin Plain","BP19","Black spruce treed bog","Moderately wet fibric organic","65.5000000000000000","PICEMAR","LEDUGRO","RUBUCHA","PLEUSCH","78.1500000000000000","132.6000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,357,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,85,,160,"207.6500000000000000","0.5000000000000000",28,"non-calcareous"
1749,"2001","BP","Boreal Plain","G17","Nipawin Plain","BP19","Black spruce treed bog","Moderately wet fibric organic",,"PICEMAR","LEDUGRO","RUBUCHA","PLEUSCH","95.7200000000000000","160.1700000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,368,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,75,,160,"208.8900000000000000","0.5000000000000000",33,"non-calcareous"
1750,"2001","BP","Boreal Plain","G17","Nipawin Plain","BP19","Black spruce treed bog","Moderately wet fibric organic","61.5000000000000000","PICEMAR","LEDUGRO","RUBUCHA","PLEUSCH","87.9000000000000000","104.7500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,374,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,,,160,"124.5800000000000000","0.0000000000000000",28,"non-calcareous"
1751,"2001","BP","Boreal Plain","G17","Nipawin Plain","BP20","Labrador tea shrubby bog","Wet fibric organic",,"PICEMAR","LEDUGRO","RUBUCHA","PLEUSCH","63.9100000000000000","69.8100000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,367,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,,,160,"99.8600000000000000","0.0000000000000000",22,"non-calcareous"
1752,"2001","BP","Boreal Plain","G17","Nipawin Plain","BP19","Black spruce treed bog","Moderately wet fibric organic",,"PICEMAR","LEDUGRO","RUBUCHA","CLADRAN","64.0500000000000000","87.4500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,363,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,,,160,"119.4300000000000000","0.0000000000000000",24,"moderately calcareous"
1753,"2001","BP","Boreal Plain","G17","Nipawin Plain","BP19","Black spruce treed bog","Moderately wet fibric organic","56.5000000000000000","PICEMAR","LEDUGRO","RUBUCHA","PLEUSCH","72.6500000000000000","101.8000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,365,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,,,160,"155.4100000000000000","0.0000000000000000",25,"non-calcareous"
1754,"2001","BP","Boreal Plain","F2","Namew Lake Upland","BP23","Tamarack treed fen","Wet fibric organic","79.0000000000000000","LARILAR","LEDUGRO","MENYTRI","PLEUSCH","83.6600000000000000","115.7600000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,352,"11.0000000000000000","Very Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,0,,160,"127.3000000000000000","1.0100000000000000",40,"non-calcareous"
1755,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP23","Tamarack treed fen","Wet fibric organic","96.0000000000000000","LARILAR","ALNURUG","CAREUTR","BRYOSPP","170.7400000000000000","173.3400000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",6,"Poor",0,284,"8.0000000000000000","Very Moist","1.0000000000000000","Fluvial","2.0000000000000000","Gleysolic","5","Gleysol","REG","Rego",0,"Sandy",,41,,23,"98.5900000000000000","15.0000000000000000",26,"non-calcareous"
1756,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP10","Trembling aspen - white spruce/feathermoss","Fresh silty loam","59.3333320600000000","POPUTRE","ROSAACI","GRAMSP2","BRYOSP3","86.0800000000000000","86.4800000000000000",1,"Crest",999,"L",2,"0.5 – 2.0 degrees",5,"Imperfect",0,301,"6.0000000000000000","Moderately Moist","1.0000000000000000","Fluvial","6.0000000000000000","Regosolic","10","Regosol	","GCU","Gleyed Cumulic",2,"LFH",,,,26,"89.3400000000000000","1.5000000000000000",24,"moderately calcareous"
1757,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP11","White birch - white spruce - balsam fir","Fresh sandy clay loam","74.6666641200000000","PICEGLA","ROSAACI","LINNBOR","BRYOSPP","59.0200000000000000","59.6200000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,285,"7.0000000000000000","Moist","1.0000000000000000","Fluvial","2.0000000000000000","Gleysolic","22","Humic","ORT","Orthic",0,"Loamy",,96,,14,"62.2100000000000000","0.5000000000000000",29,"non-calcareous"
1758,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP19","Black spruce treed bog","Moderately wet fibric organic",,"PICEMAR","LEDUGRO","RUBUCHA","CLADSPP","34.0000000000000000","37.6000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,341,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,80,,160,"136.5600000000000000","0.5000000000000000",20,"non-calcareous"
1760,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP19","Black spruce treed bog","Moderately wet fibric organic",,"PICEMAR","VACCVIT","RUBUCHA","BRYOSPP","85.4000000000000000","131.7000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,334,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,70,,160,"164.2900000000000000","1.7500000000000000",24,"non-calcareous"
1761,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP20","Labrador tea shrubby bog","Wet fibric organic",,"PICEMAR","LEDUGRO","RUBUCHA","CLADRAN","74.0500000000000000","79.2500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,336,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,50,,160,"137.2800000000000000","0.5000000000000000",24,"non-calcareous"
1762,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP19","Black spruce treed bog","Moderately wet fibric organic",,"PICEMAR","LEDUGRO","RUBUCHA","CLADMIT","89.1000000000000000","96.5000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,335,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,,,160,"141.7100000000000000","0.2500000000000000",22,"non-calcareous"
1763,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP19","Black spruce treed bog","Moderately wet fibric organic","64.0000000000000000","PICEMAR","LEDUGRO","CARESPP","PLEUSCH","94.7500000000000000","126.5500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,272,"9.0000000000000000","Moderately Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","3","Humisol","TER","Terric",24,"Organic Fibric",,,,58,"109.7600000000000000","12.2500000000000000",33,"non-calcareous"
1764,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP19","Black spruce treed bog","Moderately wet fibric organic","64.5000000000000000","PICEMAR","LEDUGRO","CARESPP","BRYOSPP","105.4500000000000000","127.1000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,327,"9.0000000000000000","Moderately Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,90,,160,"111.0000000000000000","5.5000000000000000",27,"non-calcareous"
1765,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP19","Black spruce treed bog","Moderately wet fibric organic","98.3333358800000000","PICEMAR","LEDUGRO","RUBUCHA","CLADSPP","73.1500000000000000","82.0500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,326,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,45,,160,"168.8900000000000000","1.7500000000000000",27,"non-calcareous"
1766,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP19","Black spruce treed bog","Moderately wet fibric organic","92.0000000000000000","PICEMAR","OXYCMIC","RUBUCHA","BRYOSPP","91.8500000000000000","97.2500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,344,"9.0000000000000000","Moderately Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,110,,160,"140.6800000000000000","3.2500000000000000",39,"non-calcareous"
1767,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP19","Black spruce treed bog","Moderately wet fibric organic",,"PICEMAR","ANDRPOL","CARESPP","CLADCHL","37.5150000000000000","42.1150000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,337,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,30,,160,"145.5100000000000000","3.5000000000000000",39,"non-calcareous"
1768,"2001","BP","Boreal Plain","G18","Tobin Lake Lowland","BP7","Trembling aspen - white birch/sarsaparilla","Fresh loamy sand","54.5000000000000000","POPUTRE","ROSAACI","GALIBOR","CLADSUL","216.5800000000000000","216.9800000000000000",3,"Mid Slope",296,"W",3,"2.0 – 5.0 degrees",2,"Rapid",0,270,"3.0000000000000000","Moderately Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","8","Eutric				","ELU","Eluviated",28,"Sandy",,,,5,"159.7500000000000000","20.0000000000000000",33,"non-calcareous"
