"","V1","V2","V3","V4"
"250",0.112866095009087,0.406495970767401,0.29288345765141,0.252036247678145
"252",0.0629788001370181,0.502627035076596,0.430015122433419,0.24603811255756
"253",0.278064052062903,0.307431982389681,0.232912432292179,0.410760451033634
"254",0.121196943146362,0.453863097567253,0.490533935766535,0.319772764295464
"255",0.197590770644034,0.342140137176729,0.272591296108291,0.344007691616543
"256",0.175663783724228,0.477655768420916,0.380354098134545,0.310854022030812
"258",0.0833164327433598,0.490152162500824,0.332573163136106,0.28532485069753
"259",0.161931950556728,0.42523000131893,0.281240743851882,0.243998376184105
"260",0.310242738557138,0.188581375846923,0.147267626070523,0.362279506975963
"261",0.0938677177995832,0.40368618022523,0.536766228253734,0.268145165901732
"262",0.17581917635059,0.383879524692521,0.40225158501405,0.355054453176482
"264",0.14710142617875,0.479772153508487,0.332777383564615,0.343722306917237
"265",0.0598802341575959,0.450940127028768,0.562646496785146,0.238081814824688
"267",0.153604176816466,0.474272753495087,0.3147768104225,0.267972322502386
"268",0.287671705578427,0.173778510719343,0.115045224480427,0.371702595307406
"269",0.136582042500924,0.41894878888754,0.248520071186218,0.269651480222098
"270",0.164535572047144,0.395792739582362,0.291641402098333,0.281072605682703
"272",0.268842099266421,0.268148626003183,0.211493305353991,0.428488301724651
"273",0.219816881107846,0.407663687682909,0.350663177872312,0.404639106886086
"275",0.309037151780232,0.23522900477106,0.195627717037704,0.457017103387039
"277",0.0980573453960338,0.537188683911007,0.462206003001255,0.309741588662217
"278",0.060549325773168,0.514396131759634,0.485682789089055,0.280683841922637
"280",0.172279406286966,0.456108200040959,0.353890315174428,0.354747784215051
"281",0.0752809774584123,0.530899506424991,0.412104872920562,0.304527302740621
"282",0.277234111944438,0.181022637740973,0.203457769725842,0.343079303043496
"283",0.147997687384605,0.514484399856518,0.438500577465551,0.321389166015381
"284",0.216287071782317,0.364178762666653,0.334485101403224,0.344931492337767
"285",0.325936349159118,0.105591900567454,0.0629035930489122,0.339422946960775
"286",0.0667122353976335,0.434247795329158,0.537150645257442,0.252537609413435
"287",0.254804619490906,0.313352228702017,0.229118112103864,0.348455292038802
"288",0.268097290952928,0.187810197209134,0.134837829256999,0.360940206550742
"290",0.182469147514521,0.347317938389918,0.203926299045149,0.287304631588675
"292",0.230552699506602,0.419400947408021,0.287033760574341,0.315402305319549
"295",0.174575521385717,0.435318603202948,0.350960872580146,0.290439736490768
"296",0.0890904854289056,0.480740394347697,0.321316389712996,0.231132886178102
"297",0.0751565271094456,0.506637257472119,0.425499705135711,0.243891317260147
"298",0.28808473683058,0.369573768617549,0.266207371817656,0.424326970610306
"299",0.226156638664639,0.313560631196419,0.294810689101909,0.39949765806612
"300",0.0867473943624665,0.533873571478906,0.415621287051704,0.262352999194783
"301",0.0747804173667964,0.480576343887886,0.445258959545759,0.265849229651791
"304",0.323659619048759,0.0909940610235085,0.061730510728116,0.265153897385557
"305",0.113637616831507,0.380686256605395,0.291156407379822,0.309144677336335
"306",0.205448279753481,0.281353634986537,0.216402741344743,0.409755817608043
"308",0.273789725851857,0.350941472291761,0.251932250656985,0.345536315986719
"309",0.217121025041359,0.350830933717084,0.222739014576399,0.358369963874665
"310",0.099665599536051,0.534891858295299,0.441467772960347,0.271946731815393
"311",0.229940226257465,0.229119882572329,0.16934382964019,0.375249126302464
"312",0.0419180568609789,0.381713324687767,0.527384194296161,0.180345406206031
"313",0.0632636564454607,0.456545023892262,0.387082968792506,0.22604439229744
"314",0.157851718462351,0.21532038384846,0.264268270016922,0.241689453552716
"316",0.331672450435037,0.171464181367669,0.125899137604628,0.366295636202733
"317",0.372707654002819,0.221295509822846,0.167639759403937,0.432649076941281
"318",0.313340462018198,0.316165584302398,0.249036414823678,0.39005464914338
"319",0.359277247045223,0.238987809928655,0.230053661007674,0.404153059461217
"320",0.305758209972294,0.0919798789229967,0.0653319257396599,0.338877471941616
"322",0.21162292076497,0.406940795525391,0.359186476777266,0.399596739216525
"323",0.200146209325562,0.460663376494026,0.395846113193593,0.378282505564907
"325",0.205193003456015,0.310002318202569,0.299905373191716,0.391286637712257
"327",0.370791114897919,0.179753140160679,0.131524685277151,0.353054166219649
"332",0.252691358311273,0.302338826428826,0.274006366831905,0.408535652529531
"335",0.0567795660973388,0.448939517033747,0.521626994962007,0.201085593516226
"337",0.0935036021946442,0.246542845562511,0.311537222444358,0.217652020954178
"341",0.0712362847168831,0.53401486690793,0.524035925819479,0.272304913155426
"342",0.200645988179478,0.4624156495302,0.42736175592513,0.396871738134307
"344",0.064589285500556,0.498257262053141,0.405652485584127,0.22527900410851
"349",0.0334653156995441,0.38057998059501,0.516692181497806,0.167489944994436
"350",0.0798333178206037,0.351673867501619,0.252542101849689,0.17188140760722
"352",0.0741041280114406,0.507906432190016,0.36342784587551,0.226698929952111
"353",0.104918716963247,0.464433763334553,0.368559612215356,0.291438538189815
"354",0.0542262697724711,0.380937916919818,0.236670565996464,0.155314202195816
"355",0.126641337309451,0.296038195168984,0.21020386389394,0.221400348038216
"356",0.0720558533509727,0.242414716331891,0.148556309849157,0.120217030111666
"357",0.0579852838078803,0.506124349182364,0.501410009009223,0.245922556108859
"358",0.0886437480229542,0.490833077123048,0.398623963420798,0.294595380018505
"360",0.0645567225135607,0.466716783996716,0.342638204388831,0.226519250316036
"361",0.0639520771213542,0.472954428074816,0.579749769586671,0.235350001847691
"362",0.0329241681041328,0.416912876620505,0.551464771404331,0.167247966464924
"363",0.0705412755382773,0.526444793664663,0.440212345788455,0.245482268027936
"364",0.072908854542421,0.451619258612497,0.42542088699938,0.224067807683082
"365",0.131003641310362,0.408373582712896,0.415922264245326,0.299436692143494
"368",0.0814306790055533,0.533974331576867,0.429782113076067,0.288593771345486
"369",0.101884446456237,0.47275664058495,0.409634477107821,0.282311990799441
"371",0.289982134619287,0.293869457307115,0.201949087616653,0.399295526873344
"373",0.0561272938402718,0.383664779822232,0.50670732002993,0.221817893135236
"374",0.0547740657209787,0.360445537979517,0.274204714232752,0.160050175374096
"377",0.0594894989088848,0.435961482896912,0.582884139266451,0.22065358545362
"379",0.1599137684622,0.413159947040036,0.276144726011979,0.350104705253679
"380",0.13357969876787,0.345847735907775,0.403220512812357,0.321475998767806
"381",0.345004950748309,0.26287275393282,0.18425254363043,0.378684690918155
"382",0.149527460576129,0.476821589186517,0.388442527281123,0.314464780209355
"387",0.082520892764051,0.537882477021777,0.437443633864485,0.277467005773653
"389",0.0601858828982067,0.376280656892757,0.264420535710822,0.173889546003368
"395",0.102139832430251,0.317131533685479,0.380898807962109,0.251862249090205
"397",0.0626347218500236,0.417289447831922,0.316337170876612,0.162670782749058
"400",0.190588335339343,0.323175640929352,0.269026539497966,0.294683851120373
"401",0.0908114026549298,0.424150641387292,0.330018944550877,0.258022132625481
"402",0.145083717086446,0.143782181246836,0.102872994602312,0.281634811666888
"404",0.0556480641198344,0.123636876666331,0.100692301952918,0.218733351756249
"407",0.0781406555877467,0.239410072675634,0.294017507525599,0.214757139852458
"408",0.0813023232302031,0.346712028633942,0.4238239277513,0.266581514317988
"410",0.0945439460291411,0.543846747375385,0.432648653093169,0.31047196455086
"411",0.243146419955348,0.122117496906741,0.0931072611114337,0.390299185577828
"413",0.22364684263488,0.330686331247662,0.315658824369722,0.421493569488778
"415",0.140914892294515,0.404103967954838,0.292531997059347,0.348839274169155
"416",0.203404196447176,0.180097461416043,0.168525629543191,0.33837686184359
"417",0.173564865240981,0.261362584369875,0.191689347637062,0.324344323777207
"418",0.0797220459616867,0.358418247338934,0.297229008587559,0.233599101795497
"419",0.259196158939502,0.305212149176835,0.227534205400912,0.431637011636459
"420",0.247478489584615,0.19356893647447,0.124361343575047,0.38957366263575
"421",0.271506943239557,0.26045338097671,0.173081622291533,0.382214917015098
"422",0.0410497464759285,0.389280832443407,0.344120100280161,0.184031428957863
"426",0.14871169505932,0.266711991706201,0.241958365297684,0.329562513689561
"427",0.219542681738369,0.261045788138074,0.190341463996459,0.364870397208884
"429",0.147431701750936,0.220140441924548,0.176789544600105,0.322598548227667
"431",0.0674155600090614,0.33127752192217,0.311376664662671,0.268988567200611
"432",0.175694542477498,0.244061012349444,0.19783808986936,0.302632278124676
"433",0.150173819155585,0.246407135920507,0.215191480306925,0.341481136570365
"434",0.203995792729898,0.216264309557895,0.177760105455264,0.386458727929906
"435",0.255098054147913,0.226081230229748,0.234692721586004,0.395143601105691
"436",0.152052409169492,0.417298721491763,0.308160954247868,0.362895996902296
"437",0.0458076992568605,0.342980127828829,0.52117765606708,0.161405918611208
"438",0.168357899553724,0.334784685042792,0.320674981108553,0.37709726485507
"440",0.306333189969736,0.19560403942867,0.172736459969123,0.385931776365041
"442",0.174563052905115,0.32361164129114,0.243682375101135,0.354781622788055
"446",0.0771934533784624,0.410926689077579,0.379852155817497,0.27206454121302
"447",0.208019249507757,0.376914942179819,0.357343495777441,0.403526621953025
"449",0.135725123591231,0.408236600708979,0.301044486524636,0.345182578831138
"450",0.0652174899296082,0.278430722526458,0.452935572734389,0.181852237722365
"452",0.232099192256317,0.388600507100285,0.298706019183873,0.41377357244041
"453",0.245298986323722,0.390198080904985,0.273415979570588,0.40140864839281
"454",0.091402993759183,0.477067140893363,0.37034247954673,0.274444464503586
"455",0.200607366737593,0.298849885440055,0.2593965118537,0.38964301785621
"456",0.314851101092857,0.246205154872308,0.202829911293496,0.424917283995477
"457",0.107060199909792,0.236008097011758,0.332081300712742,0.211468836952447
"458",0.34306695639922,0.221754037149563,0.173048804450855,0.375233554206326
"459",0.306099272060958,0.232343925181536,0.185899774226539,0.432073929853594
"464",0.156197741797989,0.428953198537705,0.376014275831709,0.351429166890864
"470",0.266267785774558,0.176169303574308,0.108641956600558,0.337055815686512
"476",0.183690009771752,0.431680845874438,0.385643714371345,0.408127188069168
"478",0.0943515596208054,0.423036882187501,0.369561723157315,0.286269660946956
"482",0.0514993182500188,0.355522922961188,0.287314284687429,0.18232206393576
"484",0.0743082051240528,0.512103396477043,0.414307120513157,0.277494964007763
"485",0.0691557874506823,0.404725398040735,0.255753782695066,0.232982862888728
"488",0.17955486135972,0.412905111437702,0.291683740372061,0.34067143348169
"490",0.0372933384151557,0.428866515504157,0.372458193013436,0.174736524469494
"491",0.163746818733822,0.351576316449015,0.219326176816858,0.279930143567431
"492",0.216869973222182,0.265205243601713,0.201439721197469,0.374372351783571
"496",0.370795648850257,0.105721302730524,0.0831335977076773,0.325994521773669
"497",0.0877382048791616,0.3500924514525,0.343233446996225,0.259971649846239
"498",0.327032015367198,0.202629226018859,0.142614385354165,0.410214908696125
"500",0.143643498619658,0.330144810134056,0.293837746051602,0.326011170804894
"501",0.15867034710291,0.427382973377139,0.291119167280796,0.256823787201031
"506",0.143948965990236,0.459241498070797,0.319310965842037,0.258625144196896
"508",0.071161478825039,0.476525410661078,0.52602397612801,0.2461993207057
"509",0.0790249174316758,0.571046154508662,0.493953859724027,0.29100389589036
"513",0.324868279488131,0.0646689753402433,0.0441450805730686,0.327048490467619
"514",0.317721886529885,0.240370035082578,0.208441013621573,0.376558010615913
"515",0.224709585178726,0.391253547881551,0.328545264104269,0.356621772344141
"516",0.07094672935642,0.518313256935131,0.484379112598576,0.28421612120157
"517",0.150318728730422,0.409104830119959,0.307555679584494,0.359915792497647
"519",0.35248175516437,0.247400615188532,0.200571775818048,0.377968493239548
"520",0.350684768172943,0.218698605791346,0.172766152786392,0.433848604261841
"525",0.29106018688075,0.34379319040757,0.212656334309692,0.370258096369474
"526",0.342337794338793,0.236156028317246,0.164464474718137,0.3922629838521
"527",0.0687129693685317,0.217320862718589,0.334892850411777,0.181791810405028
"529",0.0376717109103733,0.434020255576363,0.552486275540072,0.189921779206063
"530",0.105067293644316,0.457378744846644,0.356295891522748,0.344341247384353
"531",0.242956463038137,0.25714446699707,0.204105834985474,0.363108397016883
"532",0.461778356112207,0.129909599569669,0.109651345124454,0.348351663230986
"533",0.368210705178492,0.203992579865065,0.125969878552915,0.388520541332125
"534",0.402995051472152,0.0537711310060096,0.0325823489485143,0.312914563651618
"535",0.187206837122137,0.40112632740532,0.255958976426689,0.282881072613785
"536",0.215076387615184,0.385574406761105,0.238229726987038,0.375949371240369
"538",0.16199517192839,0.413138378151906,0.281981606279158,0.248639439088739
"539",0.132468362742558,0.42550853616326,0.284622548865927,0.350308145827149
"540",0.142795289589644,0.423625516629625,0.298377350417364,0.242851818482036
"541",0.253059163692567,0.215313556993491,0.154592761866702,0.353484516742707
"542",0.295287398116016,0.152266487415791,0.0797371974658669,0.328416318309671
"543",0.184238052256034,0.409641747749467,0.453893556038671,0.358207592231497
"544",0.300366285699511,0.0488529295150519,0.0432511215982137,0.255385483252498
"545",0.349239475352207,0.138388376467186,0.0934101807322034,0.323951880535522
"547",0.140993331517709,0.368519695072307,0.439835581736995,0.322573282079409
"549",0.412246866297901,0.205252262718863,0.162703207429303,0.43596309681432
"550",0.223009764021081,0.396389325794049,0.260229833041352,0.393179500000197
"552",0.168451736925121,0.289593015312519,0.372392249522112,0.303699640436852
"553",0.338594062792822,0.287348996281883,0.227614995404165,0.43699692397545
"554",0.0340456636786811,0.263936878525833,0.402590959706412,0.11438133186273
"556",0.37464726203431,0.191099171259233,0.128627643827057,0.420541990669793
"558",0.379503533057278,0.141315220840881,0.129202593415845,0.408877983293593
"561",0.298247734742684,0.339171717121146,0.255512030515103,0.365696424065532
"562",0.22802792828896,0.280237006888156,0.304214399109252,0.370119990154028
"564",0.319128811037523,0.29829281287727,0.20221149254431,0.362226891549958
"567",0.423043089409255,0.165166099358095,0.144432888303028,0.385797401024698
"568",0.336396088707644,0.373582632637609,0.271912316376162,0.422667237536495
"569",0.295961636320595,0.0985793604360353,0.0675361161496593,0.36206772796929
"571",0.26747171770169,0.197881462261278,0.188200505745317,0.395485291616535
"572",0.0560605584555182,0.455374594207451,0.320380785761037,0.164965946259936
"573",0.065114884429341,0.527849901113172,0.431767340564919,0.213045896588978
"574",0.0485266507354637,0.490112738734976,0.343038867684628,0.189993035541297
"575",0.0592759143255886,0.467787585941429,0.322501685489684,0.169116789669378
"576",0.306344425136658,0.22702534117274,0.198118718930888,0.439031035822427
"578",0.248550029947301,0.318832428181273,0.30301644814959,0.398057983478715
"580",0.396482504031862,0.293225969509909,0.18629772248857,0.427079297652269
"581",0.363673819213584,0.229237953086463,0.186758660046549,0.427139086665295
"584",0.0645929581474725,0.536133935157288,0.482040727312268,0.268923011873798
"585",0.0705605592300601,0.559255696967141,0.515297094767798,0.274160241454992
"586",0.233941729676371,0.399634676290291,0.293706896100206,0.384087284958557
"587",0.0758361806590181,0.285167447965608,0.247034503728615,0.188763129631917
"588",0.427325462454608,0.110966159173232,0.0645487393165276,0.375326078380152
"591",0.371519162750216,0.144625763072841,0.101101236167342,0.3758019147335
"592",0.0609868658729889,0.52348495542594,0.393213919641487,0.233143700948423
"596",0.0663823165931128,0.523878824985645,0.482673071233712,0.26584879998091
"597",0.0840416512710654,0.569687771920244,0.470766791294179,0.280292377987156
"600",0.0665939407356382,0.449790124556643,0.590267579441553,0.254980076661391
"602",0.0417767787753519,0.452845496504034,0.305609640345053,0.150413379779635
"603",0.0662163445783139,0.51762011012031,0.475979795160526,0.242244533574268
"604",0.0554199048880302,0.527630143311969,0.495711079937991,0.260020338081514
"606",0.259312494943845,0.372600387621591,0.383844618657792,0.397011264353604
"607",0.063890280434904,0.542538617549584,0.383665206734049,0.234441025081167
"608",0.0492641428331422,0.511812215506652,0.367033085584518,0.20072746046258
"609",0.0365689939455953,0.465194982673954,0.314129969019095,0.181026291029878
"611",0.058824710786442,0.49641195373775,0.413412056503981,0.196920116137484
"612",0.0467607930887179,0.440456501984417,0.319714794793837,0.157014193421325
"613",0.0798460536507411,0.527462903253656,0.340590057965708,0.225778973230491
"614",0.0608665512109231,0.540730739025787,0.394949930597918,0.207336165007244
"615",0.063137212639411,0.548359658977423,0.392603196727232,0.224071113853382
"616",0.0648745022879934,0.515167630879716,0.36087816531194,0.210676819690412
"617",0.0758043490629411,0.407997494041179,0.55228753647647,0.261525400437499
"618",0.0497861307187911,0.543444690371081,0.436231637268432,0.205979023048501
"619",0.0621658275804726,0.509389192949327,0.527907486578235,0.255327872105961
"620",0.0681979088165134,0.544910603241217,0.375624545411793,0.225102459287213
"621",0.0415965474100241,0.44090634445102,0.568656845318096,0.193711267369069
"622",0.217944213621,0.257876777792357,0.31116719349322,0.350538179923949
"626",0.0330923268436272,0.407354268175832,0.250211819636101,0.136484466760667
"627",0.379313621849757,0.103982636299971,0.0904580989447143,0.349363242823524
"630",0.0631061261679263,0.556655372953101,0.437136628412522,0.239109279010099
"631",0.0587539621322197,0.449208493685148,0.294321508952604,0.162620094143782
"632",0.0492493883427386,0.38909908751241,0.55065657378807,0.176954479549992
"634",0.27794512921378,0.249121911635951,0.201023540311536,0.407037011070131
"635",0.3047893161804,0.366936845270803,0.326252085805177,0.456276411812771
"636",0.288906069169755,0.167381228410866,0.154736032350945,0.373020859798042
"638",0.043122579540561,0.378978422826282,0.226369028090765,0.118476000098101
"642",0.336876310972013,0.179225879717312,0.150261035556984,0.410648294552004
"645",0.0443967926136654,0.368991236739967,0.213003138005289,0.166298727201212
"646",0.0322412839633898,0.285160251023989,0.13278422237592,0.0743475415781585
"647",0.0195018127856058,0.282197081051145,0.136777098120952,0.0737327700589854
"648",0.0277444508108602,0.406500548500965,0.246174475687133,0.129740869911849
"649",0.0960646877993533,0.41260361851727,0.36236512157906,0.321356048368672
"650",0.0491658976461587,0.408037794594785,0.252017935305587,0.138073863809826
"651",0.0439686492253243,0.443318252645372,0.283536017425363,0.14312931505854
"652",0.0843359318682792,0.530053122704268,0.470524835573693,0.307152739321141
"653",0.0732464541130616,0.504393895117,0.342377994864961,0.209759419505373
"655",0.104554781430084,0.545116403455764,0.416674332689627,0.315426086113314
"656",0.0368373442988047,0.459229119171568,0.522402275004383,0.19167013400017
"657",0.242985977512644,0.162166128336355,0.158660197053686,0.363448935082446
"658",0.0581655232023977,0.541267737510112,0.461292840051723,0.221276434518316
"661",0.0642522342279747,0.540547353725768,0.466805168787739,0.257805428391314
"662",0.03992666583336,0.498999026439492,0.383808193056916,0.186055367924879
"663",0.035553586658571,0.472013638861851,0.318607706891362,0.175383298263634
"664",0.0541305151135151,0.554098064584114,0.475524206247307,0.235473315685418
"666",0.0580238640557973,0.503096326906933,0.427530233301716,0.216480466493369
"667",0.047601965408902,0.480012405962117,0.332664709385225,0.180556732655104
"671",0.346068949418769,0.157074595306289,0.13423217812854,0.417999778224632
