"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"813",0.228373188672284,0.190245473292174,0.241030711518307,0.368995038898827,0.227124557871454,0.733359584580951,0.216909149315745,0.514720626380666,0.407592995805384,0.235905200113111
"814",0.205601907961287,0.227015699345253,0.226212014400906,0.412789836464924,0.20188702367912,0.757253683312236,0.185659594416399,0.549162739754602,0.438516384718042,0.258040253543376
"816",0.408988947537457,0.285544875108022,0.502705871240241,0.571783566956256,0.461817629070958,0.599448714846034,0.479191435482534,0.580131278377662,0.634535924465282,0.521714851844971
"817",0.365960157260079,0.407281113667647,0.574852621764228,0.469002957431713,0.634202025353451,0.243878772153854,0.508474038900729,0.387394424736526,0.499629590742275,0.649482320161786
"819",0.2998702130264,0.242842587766298,0.691764914526034,0.558951047665418,0.371803905806802,0.37455285343679,0.471641569512167,0.347431759056743,0.509610330925278,0.593713617877933
"820",0.279121175159776,0.441549601594435,0.605924393599388,0.615344917142355,0.536375511310354,0.36505521928749,0.415092743693213,0.470744102358364,0.488493557262075,0.68793330486112
"825",0.317576097955596,0.335279778059761,0.781652199876526,0.59097911426771,0.533185691686347,0.301851758775195,0.497028326378448,0.374200007717083,0.47911411434274,0.739518148858767
"826",0.393711476966435,0.332877371580896,0.784198678736708,0.584179113820251,0.551001443810532,0.300295698232208,0.570170448547911,0.383822132500895,0.544345758800244,0.731897340354754
"828",0.307505034634668,0.427096099817364,0.351418101684681,0.493590461846361,0.457448853360915,0.655894857185583,0.294784507759634,0.667391435690213,0.523461307336485,0.475967594056764
"829",0.456349978440453,0.344656772258519,0.531828702888033,0.529251489372534,0.546433459080359,0.375690637555679,0.600521013065077,0.481062526141787,0.634853633189665,0.578760636452495
"830",0.275517576352057,0.23349495509859,0.281481361411079,0.404762295303349,0.282219568059798,0.713656516663327,0.261042615537336,0.533291150257958,0.436612754183628,0.2849279692153
"833",0.290607741040053,0.250138075186532,0.381155456226157,0.480879121846698,0.362856634204276,0.70797945200004,0.324946456567299,0.559808731774287,0.532217560774818,0.389757633335699
"837",0.276297083468718,0.241428963266419,0.499060246423065,0.581591382313089,0.381754109035891,0.676366366998544,0.392036763821062,0.540168713514686,0.54989229952145,0.484686262769986
"841",0.59384225246291,0.257651179001773,0.63153606426572,0.514504198477099,0.456433990571462,0.285886692713073,0.641738057717779,0.335298001110883,0.512391450008867,0.599260927313583
"842",0.203308947631355,0.187323161357896,0.430641858066998,0.537835199676301,0.297418534538094,0.697546674652758,0.319099852935946,0.512471648045804,0.499660453756608,0.432353128876737
"843",0.189287175387905,0.194566240418706,0.378108415878219,0.537687988534033,0.267665375242002,0.6614355845566,0.281093746302239,0.509181096209996,0.510351778493699,0.391695879492236
"846",0.34661306348457,0.182327808532074,0.489923206855085,0.562020434886284,0.360676484807951,0.645825603884998,0.459455154793519,0.521277989792258,0.599249049788177,0.452704655651471
"847",0.705093129628093,0.262831133797214,0.37262301448823,0.338710391155298,0.380993669649882,0.255333825952792,0.578844774401284,0.326781312350882,0.45525244342703,0.370909489632706
"850",0.250979976583771,0.272016726322053,0.2954941567176,0.457904190579918,0.265399766265653,0.765881535108431,0.249770490068815,0.584628190266374,0.46437892247616,0.327172067177974
"853",0.335335547995838,0.454897493220851,0.369797732657349,0.559425027967572,0.439876220339323,0.66425220239211,0.322157941565679,0.692482131646557,0.548066279029235,0.489267843803952
"857",0.399585289476147,0.383841252581896,0.493780184911174,0.555090131756549,0.566323501033673,0.547382240697792,0.458567503529156,0.614045995931908,0.627843998391796,0.551320152813946
"859",0.397563943917403,0.249045352255081,0.662404024558076,0.637792033500077,0.442017824458884,0.494199326109976,0.563345818753422,0.492691863718986,0.63586271641171,0.602693945988328
"862",0.301033676886241,0.411035877478545,0.602152011059729,0.63612707473672,0.448060638763953,0.342372952548984,0.437602030598921,0.443639348980554,0.479171706716837,0.652423084774594
"865",0.353894410651067,0.241573316924343,0.389376160859347,0.481414616257206,0.357005634469909,0.721485830852807,0.382909019446049,0.573044228194657,0.572152960402876,0.376765370060254
"866",0.321674810416855,0.402846526693878,0.441467387126875,0.619181573671371,0.450929009806097,0.658847127417506,0.369851377171128,0.658920645442346,0.587522813546359,0.534431610838549
"869",0.25762899627873,0.290805650416074,0.27800358881797,0.464013031648686,0.262300942597683,0.73071695217639,0.238492107438513,0.574147299133752,0.470629397823799,0.305243961589308
"889",0.31088521784418,0.53121951458105,0.451058807407689,0.43707285234984,0.609217468068141,0.261623158892408,0.37205266253478,0.414649688901803,0.433381200374988,0.553336893540199
"891",0.315964476430885,0.379550250286397,0.761341670738951,0.572833079998393,0.561570964848647,0.266644318121837,0.494479912394784,0.379107965965115,0.467879454208076,0.761839840795358
"899",0.328421792271674,0.408828773320911,0.553826820635504,0.655198242524762,0.494238075516778,0.480720084213335,0.447079355966796,0.579448798564654,0.585135656664882,0.649493534628005
"903",0.433963839928641,0.488278492547532,0.598936746213997,0.623581811943963,0.588842922732007,0.339883782811815,0.546920870449464,0.494014700618296,0.53312130552281,0.695269043557022
"906",0.241352122509075,0.263992585795434,0.724703225327572,0.519307357962471,0.402643550122951,0.262241004442956,0.427399354880361,0.266432939061553,0.3839885060333,0.631577740167539
"910",0.373680903712037,0.425814896570537,0.645482751756572,0.586526930779278,0.541163449032038,0.302044929951172,0.534555518163494,0.422362209438583,0.54582633826118,0.708636555483623
"930",0.288041327127445,0.589742824463575,0.334351401097229,0.427720389427725,0.546407026578425,0.276719363576844,0.270934399006094,0.483432411850633,0.350579199560192,0.510735524796505
"951",0.665051086570177,0.306565207980843,0.392988545534847,0.330030006742166,0.438585840443548,0.21904064261954,0.523503077818942,0.332085792734071,0.393346414658221,0.433484866000228
"952",0.476126072546846,0.285683022537733,0.694185728479257,0.524658832533402,0.491222784228182,0.246642630151264,0.606602567789306,0.320841777442496,0.445240758662409,0.66969821664728
"953",0.246188328905865,0.358011883995495,0.271727674272014,0.530175137092953,0.262867837914112,0.630317654502085,0.236451536505536,0.600009789171766,0.462156141679002,0.347229954928087
"954",0.351378903386469,0.443096672065849,0.426320563305776,0.580199924850223,0.496929148813722,0.579986704507015,0.382401141160312,0.645336210795151,0.60972557906406,0.534266212553627
"955",0.303228376382285,0.293353686705851,0.383569123600597,0.514559907574566,0.362795987092859,0.620474603756823,0.330718443622157,0.586584256651567,0.548069026270934,0.416872723258868
"956",0.384563664228271,0.479269903357256,0.39638190627434,0.493552264169972,0.552306601041546,0.488641926195138,0.381054748340621,0.577744138323849,0.57846075409673,0.489173796925257
"961",0.341790413428053,0.49381582892484,0.406769566361382,0.395830188783638,0.595493719788333,0.319199624702945,0.341858326371117,0.481923953544759,0.430716850159033,0.512238062300728
"962",0.148377704499172,0.262223819337699,0.168486688662867,0.440479526003009,0.138041340081584,0.640051860891677,0.128543840452196,0.533624967198908,0.349198147207544,0.232188012599126
"965",0.369298704095222,0.382727746504031,0.322038678034395,0.40585203226914,0.469540531577197,0.542277827126635,0.345018588976175,0.586785818432209,0.488571000583261,0.41052179367654
"985",0.205536213168238,0.419794923046841,0.24308225044238,0.350668300561688,0.345111282431013,0.190078069156067,0.200151054785603,0.337134529198036,0.249028949686812,0.365046778300706
"987",0.37391815155394,0.383178733570326,0.617063052067756,0.658249005554696,0.439401480042159,0.402347656998142,0.507042263680525,0.475166986313544,0.550859907923439,0.658728605148544
"1016",0.47085981546685,0.178093196470862,0.301319795837955,0.271333790910444,0.277581196011992,0.212473178612028,0.513050682316967,0.216562214379841,0.384144217956805,0.268404042699614
"1024",0.34922294066305,0.399073718901836,0.696029317337305,0.634864758814432,0.49412256757408,0.348634359104986,0.512062469037481,0.429411759243129,0.529677023982039,0.685779391579114
"1095",0.303977519864898,0.492843964185844,0.389410768993326,0.352500798906388,0.635077927416776,0.236701361218029,0.323370744062938,0.397824126723187,0.373634900014608,0.495037610655369
"1118",0.644616910728256,0.231376904511666,0.325434164818636,0.319141967661347,0.30855880107199,0.254519949180911,0.542568719293161,0.295624251281193,0.416145402449287,0.301369893851272
"1119",0.354003321601391,0.482817235783576,0.585067663713143,0.523513294212179,0.696056499720088,0.310884582415926,0.469755954430083,0.45069690058538,0.509895756166194,0.671924466451874
"1122",0.351039635130161,0.269595561264174,0.40168346164639,0.503423328648547,0.370799481961832,0.4714967878613,0.400362180070192,0.487222835775536,0.565367654637494,0.396599001821459
"1125",0.293590683172609,0.223045195180972,0.35157085988269,0.37557846832583,0.304897828156231,0.259190652880925,0.378844249555629,0.275793980723675,0.447810902745807,0.324293034953452
"1194",0.417886576972103,0.203200403197472,0.56767236069398,0.498383960039922,0.393798504612108,0.307725200112785,0.622228712131091,0.313650931293159,0.546598437791645,0.519681955619642
"1273",0.265636854788338,0.410202483744315,0.567696763381655,0.628106728147227,0.412539985971885,0.335606171862087,0.408915675473799,0.414407221694228,0.435274295542092,0.624904941149561
"1279",0.657378096133087,0.215973901055451,0.291365937077847,0.24915750774833,0.276871030649435,0.22361855887858,0.462529140730207,0.239650112416022,0.319726095321814,0.257462904320602
"1285",0.316145513154574,0.42240820227831,0.690326931642296,0.546570833741773,0.638601291099581,0.259912333541692,0.488079623760299,0.402912533994192,0.473386422762564,0.759591916075961
"1288",0.326003458373826,0.481699570005691,0.482881280872262,0.582092026920993,0.511165688631113,0.339750284866673,0.399353218639608,0.488132576131073,0.47117442047888,0.586596946493642
"1291",0.318756054150622,0.291237372972167,0.691950894582743,0.611194905633248,0.39506103512779,0.38710787599372,0.47407551088976,0.390443134525481,0.519412783998784,0.616570214984331
"1293",0.322388181548285,0.269471829120401,0.774160967703533,0.558757121293758,0.455451085228705,0.298270945841579,0.507752389502319,0.312828247472211,0.45787105077058,0.6575249146944
"1294",0.485006798545012,0.385144757173563,0.542402410781283,0.55991841053926,0.602878798053536,0.430470912428189,0.58216216954977,0.543816241871978,0.647486574321939,0.595839744803471
"1296",0.330756966826062,0.358719493622901,0.785881231473905,0.600954968320679,0.545866838758113,0.318402303107507,0.504175428131919,0.39468146262473,0.491792625713467,0.747308472749284
"1298",0.249073683718913,0.194657037522151,0.513034387780926,0.452365990000259,0.360402175131096,0.252500774499647,0.392779555344828,0.263432886952461,0.411265954244175,0.465532390358454
"1303",0.367247951241711,0.348350113560032,0.765491420066854,0.641264314086515,0.552894121107712,0.37840382438371,0.534152274446776,0.455396680304307,0.55767055201872,0.73973712388727
"1307",0.322639771838426,0.453551108305551,0.654602666452114,0.639752535597664,0.510618456766693,0.297890970573985,0.482154329080471,0.434239526347093,0.47600738714749,0.732178222962543
"1320",0.297530318569135,0.488420479088343,0.625644713871983,0.548994792607422,0.648673681537725,0.280145162336886,0.449370736280572,0.428342674439056,0.460636079344521,0.742168236273924
"1323",0.550215568668284,0.333733123822276,0.27476109492661,0.253479519187468,0.398533250271352,0.170779461896033,0.381384688717681,0.285925401689487,0.267930901992492,0.344894187772229
"1326",0.265330893673635,0.427535443541582,0.289096386727867,0.458343838604261,0.378137010997922,0.383218658763402,0.254860721551603,0.515868310077481,0.399469913441713,0.418971967894317
"1328",0.323538277023584,0.411878154151693,0.680919183417149,0.678406096005566,0.539078670180709,0.440821345205087,0.470765244441755,0.527767931713759,0.552657675893954,0.734216276014825
"1330",0.311145390703377,0.420074976867873,0.50912872320371,0.673880310004854,0.449870561989016,0.517187456054876,0.404582734136172,0.59098023418802,0.542631209898981,0.599242214121296
"1337",0.459440728737988,0.448961339030448,0.509957111215046,0.541922461086121,0.600697868294674,0.419309783809342,0.546717174742912,0.551626209998489,0.635543642123941,0.585491691806005
"1338",0.61496618657721,0.173015356389283,0.25364261451639,0.34216833760859,0.239127041955916,0.420981420248743,0.411333807898727,0.387927837011892,0.385915146737679,0.226210178544951
"1341",0.354227387437786,0.398361815739447,0.659369622169427,0.665397330745303,0.571242467446864,0.458732798025177,0.488590277263871,0.550578554433004,0.594389424705236,0.709082393879529
"1359",0.394380954243442,0.369548405822542,0.630075872840956,0.522707966311051,0.533764446644478,0.24144762363571,0.556886599093626,0.337273965552173,0.527314581766426,0.640645666790798
"1361",0.189878631315874,0.343526471598769,0.229227349390617,0.29324692503809,0.197828822242135,0.227137754515317,0.192468659609696,0.261389305625892,0.249539533283529,0.25735097341904
"1369",0.329241918102977,0.44169205409168,0.581148491578933,0.502760678784224,0.660575861454596,0.271571092091852,0.462475172464672,0.404667015631179,0.463381915564059,0.667130234059891
"1370",0.31468159000056,0.50023184894245,0.639944305230926,0.573374874043936,0.647796213091456,0.30624941351002,0.461626888284609,0.452952907090694,0.487034294994313,0.754276872459342
"1372",0.288279903543061,0.304096006073888,0.604894703786563,0.646772823328441,0.361589658792982,0.5226778976854,0.421114474122672,0.511627396169834,0.545386375841303,0.589701563938886
"1378",0.416085234746799,0.428327609601982,0.47654476495627,0.553687102634772,0.501702565400054,0.373743011064836,0.520902983814351,0.494022522671528,0.587377818602668,0.550798926156657
"1379",0.292308495211453,0.581826306968128,0.467268286191723,0.541637051898716,0.585364074283869,0.294277698868022,0.367142334527119,0.475451955356805,0.442522866820507,0.622599854955806
"1386",0.583860289079882,0.23488847904474,0.533892206034395,0.453652678272899,0.426821035959897,0.253495119527589,0.712263655414254,0.292895962078614,0.51902803409911,0.503695760883932
"1394",0.284240250101115,0.452318861701746,0.357481784093687,0.45987369529421,0.372971511292681,0.315717698697835,0.306128180946388,0.435905158664504,0.427093963401791,0.445764313696085
"1495",0.289638868211123,0.392986984172586,0.592330462935963,0.519410733755062,0.545939094831423,0.290833452302711,0.436628171450644,0.388659058514371,0.474426105081391,0.654111786355907
"1527",0.653543158706425,0.263754296067021,0.316523630219497,0.36068237033899,0.349344502737513,0.339214222659864,0.564512175259694,0.4150865040881,0.497030083770458,0.32699535439783
"1536",0.37843560971066,0.356356971793481,0.358270882842944,0.518516959717715,0.381493553922144,0.607530499595675,0.391196344030686,0.626554556622421,0.602317953370373,0.419426174379177
"1537",0.337989925292037,0.418960423700584,0.560665142299443,0.636222807485393,0.547762378239274,0.500195151750052,0.446759886694394,0.576201359260249,0.589224130025052,0.635945449877679
"1540",0.340253841471204,0.485834559694991,0.405150276550894,0.569209334008891,0.536938509461004,0.554627930604907,0.348113629263369,0.648118238731395,0.571951188568124,0.529323068101983
"1543",0.322506604896441,0.284279326972559,0.25105246317043,0.223804075470063,0.323612021541981,0.162517422117276,0.295405113698054,0.252969496490171,0.238808867263441,0.305815115465364
"1547",0.306371895946424,0.291643053054788,0.305466836913749,0.403384994047264,0.335625049415825,0.413804072148906,0.286543021032468,0.458585005416679,0.416947857718579,0.340814251075952
"1549",0.388749565551217,0.309561554325906,0.630734382019299,0.642719978342863,0.493470610007836,0.506630935736126,0.51099594537727,0.545267868444868,0.604295534699673,0.634937469499194
"1556",0.313005982953166,0.471527783946798,0.597414879455269,0.514263820643541,0.568831427240984,0.265431107875831,0.452329374053968,0.383370426259815,0.46409397660038,0.663185850324932
"1557",0.291861715917935,0.35691228269376,0.674879406072657,0.526478112708341,0.579395527834242,0.248894926268897,0.470752542543355,0.35288010642194,0.438647539566916,0.713155412963968
"1558",0.62602788983031,0.233884445860394,0.276011045911459,0.249694411033001,0.289340628629866,0.218916809646601,0.430677857748012,0.247546346032903,0.296943807157547,0.261565115458324
"1566",0.350257708803078,0.248026845176744,0.775908584953701,0.539683044831415,0.458165606796747,0.28143420782335,0.539684948938036,0.301720437587197,0.48415171287328,0.655204126989943
"1569",0.332389420941935,0.47253663544772,0.547170227056417,0.464158266270149,0.660608939427621,0.26224156842614,0.442967773537752,0.41433122763872,0.462175363973045,0.641681838198397
"1570",0.306491741436415,0.521374432720337,0.337452452684589,0.411943675160573,0.527909825588763,0.319632293247424,0.288164429583777,0.485985429968706,0.403923821450846,0.478593411235297
"1572",0.577941221282987,0.339944170083587,0.598934340076623,0.511809486292928,0.542809742262095,0.275822730359522,0.600218103638947,0.37688153739067,0.488979892174271,0.635266293964901
"1573",0.300866186978764,0.272601176216945,0.315141084512124,0.445268321961137,0.315027421365388,0.74071493139667,0.289466098724266,0.588129058358657,0.483906675514712,0.328611231707169
"1574",0.391950040070484,0.395904700177571,0.749241228026863,0.593485755133489,0.597552413398708,0.30917361005451,0.562289675693075,0.424422718212746,0.557117820283572,0.763579090559958
"1575",0.673229199468024,0.194248244180661,0.262946699411476,0.244448036381419,0.258797790789919,0.213874672811767,0.551879509852571,0.240075595288002,0.378200385182234,0.23961864551703
"1581",0.335092177270753,0.219705644511346,0.273065773624396,0.254324418561461,0.298656633218933,0.195881660848998,0.415838614606775,0.23216762474027,0.35885326581934,0.257144656716326
"1588",0.250041542214155,0.306081640626276,0.347124144722089,0.300621930618719,0.400813134725059,0.197388670453017,0.296494372759792,0.267479824535914,0.304409154654736,0.368824123064872
"1591",0.361871135096017,0.486177726943643,0.658247527900543,0.57901660311675,0.64690666777381,0.307172248701061,0.510393786739056,0.458158176927512,0.525313767042163,0.75219154011721
"1592",0.20125350707283,0.221009826108161,0.218951192726126,0.413806616428937,0.192987048144491,0.733492076862436,0.181799265116145,0.538674095151388,0.410693380247804,0.244294942023892
"1593",0.250008624596357,0.313641079079068,0.286291401179828,0.538737232420279,0.25350577984972,0.65123246719768,0.244820065935611,0.571720075898787,0.451056321393976,0.33507305221484
"1597",0.51029727016801,0.194797050896318,0.634086645958479,0.516514402995839,0.378275873033702,0.320772763393526,0.621641134257613,0.317544112069046,0.521978155740925,0.53749647523394
"1599",0.316163818941978,0.453762114350077,0.610431953343212,0.515813565821034,0.675256064455368,0.26668676225105,0.461898455860397,0.411409685089822,0.470505032447405,0.708797780056868
"1608",0.274298698189872,0.29021607301623,0.751324688080453,0.531440637414567,0.492088685674655,0.255838820755931,0.464523395353741,0.294358894460696,0.408535155332991,0.680646493772825
"1609",0.277585014251005,0.393509028697194,0.755817649499804,0.626114908874701,0.481658739673915,0.305308506701321,0.461537634404637,0.385788945823889,0.437390139790312,0.740396544818248
"1614",0.316410442647572,0.469839292324853,0.658536632134065,0.612956870213372,0.616199185203467,0.375619574549936,0.46506306915883,0.491013094482772,0.529749836056031,0.755841503650797
"1617",0.489884433921717,0.209695246788598,0.328177995777816,0.343409078918423,0.292007818217054,0.309708310746314,0.552234772744834,0.315787828007417,0.469566194443503,0.287001601890375
"1620",0.288013210509668,0.380254866942301,0.578682635381546,0.708940280113559,0.421813976644042,0.535559839766574,0.424245855351016,0.566138902847591,0.566961884074411,0.634201602789341
"1625",0.23548441636854,0.527248876700608,0.288380145114366,0.373918238620055,0.407330384563425,0.22081972517414,0.237911089937039,0.381830941702305,0.312254076869847,0.410233383839778
"1627",0.391347382263511,0.405240800662696,0.67160062980553,0.60499408747207,0.570831038443776,0.35743156387883,0.544138206980012,0.466719086347961,0.6060876544791,0.695758302975997
"1629",0.375350552353975,0.361931961360068,0.383988692798653,0.457368409861554,0.391650888994645,0.413052184265929,0.393437402232209,0.478404001008807,0.535177832530916,0.426983594884634
"1632",0.363438177151225,0.199110849649599,0.613400019003806,0.56151181401594,0.363060904517977,0.40653496594288,0.565604680381285,0.377268174128723,0.592314247919708,0.542735112992781
"1633",0.332612580047746,0.475124467296137,0.341970963342899,0.343888187035298,0.502191755233746,0.254408379697965,0.32036416729913,0.40430745529343,0.405919341971206,0.432096539468032
"1634",0.519030894238285,0.190633664864009,0.465364571853606,0.409157964166404,0.361530330262774,0.24439506457408,0.62868585322408,0.26116728804133,0.480920297884402,0.437824296263081
"1636",0.40117066256976,0.331539912704652,0.472989905531241,0.525781040212575,0.417344683677053,0.416270328263846,0.533315276248313,0.452210184806309,0.614149958674442,0.486094045740453
"1637",0.304949439202818,0.460787888184074,0.724568312650597,0.61549590447826,0.565482579502601,0.30358507178322,0.474788863032981,0.435913059463685,0.476131478051223,0.794555818733212
"1638",0.283144812035872,0.45420205947886,0.705567164989306,0.61410437896842,0.50998851940805,0.297664403657754,0.443740897152911,0.389898376073538,0.445893853443501,0.72814693053616
"1639",0.303327594201332,0.495915392458496,0.524782962906635,0.459022406048691,0.665241623233837,0.251334835706594,0.414020099029186,0.389316636182234,0.439527701546214,0.627269297820084
"1641",0.351513046983005,0.409523830013973,0.720423405644732,0.567358934289956,0.624209998035347,0.281713445948807,0.524677791955061,0.414882400263458,0.515059751640121,0.766735978874183
"1643",0.354145203567745,0.263369542397471,0.749565119945071,0.523255831349515,0.453496789840242,0.261727192559025,0.548658158985403,0.291803099120285,0.484443997598495,0.643142374404187
"1645",0.303408890749462,0.264270594896406,0.322955310576172,0.44854143207471,0.303945221148042,0.749600280749714,0.290724141695112,0.573626970259327,0.484323718111792,0.320850705950679
"1646",0.564520813852153,0.286349549617622,0.528252143210179,0.468269592823112,0.456003052261931,0.255608931852482,0.685278397419362,0.329336865466212,0.547932354296268,0.520459032378656
"1647",0.641268870973915,0.147092959524763,0.262651990563139,0.222175706593855,0.23258219148658,0.1926910400818,0.502178477566897,0.203789328270982,0.344244137064587,0.216547395953992
"1652",0.341890126657474,0.365594509723418,0.571847609166632,0.627723647725533,0.542905546287711,0.589904748292183,0.46103145677823,0.600981198433383,0.605138916082071,0.635661572400944
"1653",0.526124256222403,0.211494066715646,0.414317122368868,0.433919881892956,0.361532646297642,0.347654117336515,0.620781441051454,0.365417889486936,0.54182915575123,0.38707066206673
"1654",0.417078857001469,0.408424046330066,0.397911842195932,0.579476363627966,0.392761832292277,0.510880865673487,0.466625901194879,0.588143950134952,0.605659755120363,0.464815908139668
"1656",0.487730788006216,0.364725014378841,0.386428920305616,0.438356505774721,0.477525686300638,0.363929284360194,0.546635592650244,0.491041659651525,0.572395093094397,0.438151670316758
"1657",0.393472483749343,0.360818825619015,0.546982874391569,0.621813330673606,0.416955557503955,0.444620575423304,0.5715966092645,0.479251670355119,0.62676326220268,0.564242272760171
"1659",0.387876867957133,0.281654810487115,0.735943242450588,0.599006869125823,0.462411508375651,0.381684694100716,0.562499689588969,0.400427634381182,0.588081049656961,0.64624084442048
"1665",0.355294103547813,0.308250649120598,0.668871562407893,0.566258183348204,0.389164549486957,0.280443607985588,0.548436201226164,0.322494752483912,0.489693075004427,0.624032097161658
