"","MDS1","MDS2","MDS3"
"Anemonastrum_canadense",-0.220234913598945,0.10819981804497,-0.0995258515574815
"Flavopunctelia",-0.225565780830072,-0.145973295017244,-0.14485858063744
"Symphoricarpos_occidentalis#seed_shrb",-0.227011861869205,0.0717937301369157,-0.0696524582590094
"Equisetum_arvense",-0.236969478736513,-0.308816162223085,0.00877291303613199
"Abies_balsamea#ostr_tree",-0.23728059025327,-0.252948329171454,0.131710326857485
"Candelariella",-0.237397354491911,0.0573762544749924,-0.181574496828475
"Ribes_lacustre#seed_shrb",-0.237641101842156,-0.127056987753769,-0.0281438468280054
"Viburnum_opulus#seed_shrb",-0.242821973323014,-0.00548270959297525,-0.123582861564483
"Populus_balsamifera#sapl_shrb",-0.24448837237984,-0.123973672218255,-0.0498317832871162
"Lonicera_involucrata#seed_shrb",-0.245869632681869,-0.0154338602228665,0.00475331181068525
"Heracleum_maximum",-0.258716685471741,0.0853418602803203,-0.0995234875765306
"Prunus_virginiana#sapl_shrb",-0.259534676353489,0.0326153288356606,-0.114303537616085
"Ramalina",-0.262298345973369,-0.189795722164242,-0.108084912164995
"Populus_balsamifera#seed_shrb",-0.264004987993962,-0.0851671580384703,-0.0444548602010918
"Fraxinus_pennsylvanica#sapl_shrb",-0.26796258708674,0.0647421509358892,-0.115098822318427
"Osmorhiza_depauperata",-0.275524377836396,0.149925290813225,-0.128637722860434
"Abies_balsamea#sapl_shrb",-0.276072356440553,-0.259109627544578,0.118846944042025
"Abies_balsamea#seed_shrb",-0.299166699904235,-0.28049335265916,0.149820989369248
"Chamaenerion_angustifolium",-0.310049327755175,0.0517297450699413,0.0633396966743452
"Achillea_millefolium",-0.322240470709014,0.206535779911954,-0.0293707099221932
"Amelanchier_alnifolia#sapl_shrb",-0.326321779966165,0.0977462026597998,-0.0439136919563626
"Eurhynchium",-0.342901338729651,-0.201328732158733,-0.0778862561589856
"Picea_glauca#seed_shrb",-0.345442084390396,0.0132832929393674,-0.0502319180663358
"Symphyotrichum_ciliolatum",-0.3476619897892,0.0341742404201894,0.0917137391608825
"Sanicula_marilandica",-0.350511923775703,0.0982148653343552,-0.170113347294943
"Orthotrichum",-0.35333816108247,-0.0726044427766624,-0.115989879409098
"Orthilia_secunda",-0.355431811921234,-0.076518630299646,-0.0337214817814529
"Prunus_virginiana#seed_shrb",-0.360610831246181,0.206107456308336,-0.151911418463439
"Populus_balsamifera#ostr_tree",-0.362611246428999,-0.136186287292569,-0.0773766172501193
"Actaea_rubra",-0.380695270940374,-0.0340069442075246,-0.0314539907081278
"Viola_renifolia",-0.388839455973772,-0.221150548689177,0.119777428971114
"Corylus_cornuta#sapl_shrb",-0.390423416670158,0.0351624176043871,-0.145276872263249
"Maianthemum_stellatum",-0.4018766516557,0.156890632939783,-0.173893189591831
"Thalictrum_venulosum",-0.402404985473852,0.219201888368432,-0.138159766349287
"Populus_tremuloides#seed_shrb",-0.413819754675626,0.163625226752461,-0.0315369217599886
"Taraxacum_officinale",-0.417592333633649,0.109512210328842,-0.160789088120975
"Lathyrus_venosus",-0.421430380245701,0.170989930653624,-0.0453840248423353
"Physcia",-0.42731020921097,0.124113759132349,-0.246185149123351
"Picea_glauca#sapl_shrb",-0.430874745338891,-0.0615143292533844,-0.00754007381128069
"Cornus_sericea#seed_shrb",-0.433461280549412,-0.0891975246352209,-0.0373872808676447
"Ribes_oxyacanthoides#seed_shrb",-0.443062877367091,-0.101880336205318,-0.151685567797457
"Mitella_nuda",-0.444575160473833,-0.425336147232823,0.0762993355669603
"Pyrola_asarifolia",-0.445383556348534,-0.0369096750202193,-0.0507437609356403
"Ribes_triste#seed_shrb",-0.447987629944532,-0.22220720055304,-0.0681104374112286
"Lysimachia_borealis",-0.448219567492261,-0.165750650317792,0.226942915600462
"Prosartes_trachycarpa",-0.449792999001293,0.0414758215346565,-0.11327372526803
"Amblystegium",-0.454336405622622,-0.0834597801065181,-0.189752360558509
"Vicia_americana",-0.466637455169408,0.200786219472535,-0.0258609879660031
"Linnaea_borealis",-0.46798494934729,-0.089810819280822,0.317313862792319
"Lonicera_dioica#seed_shrb",-0.469097644671205,0.10803396645642,-0.0946769680431398
"Rubus_idaeus#seed_shrb",-0.46918624848393,0.022421229390741,-0.117104163231224
"Bryohaplocladium",-0.471297323520691,-0.0510793631367307,-0.155375678269954
"Lathyrus_ochroleucus",-0.47702965695585,0.130665407118433,-0.0228659907860036
"Xanthoria",-0.478735876097037,0.12345144418425,-0.231882193976088
"Amelanchier_alnifolia#seed_shrb",-0.4822855794195,0.231791436999323,-0.0347040641281465
"Picea_glauca#ostr_tree",-0.483637926751754,-0.176930115002672,0.0480130904084208
"Plagiomnium",-0.49572572156372,-0.251760384636609,-0.191899586687272
"Petasites_frigidus",-0.51209450940108,-0.228869636796244,0.102243115344132
"Symphoricarpos_albus#seed_shrb",-0.513296205644896,0.190459986319013,-0.146543431832287
"Cornus_canadensis",-0.523875151741035,-0.169133462033001,0.221367254003155
"Galium_triflorum",-0.523952407694282,-0.160367546491379,-0.123405434574565
"Populus_tremuloides#sapl_shrb",-0.533990290495439,0.23761690956994,0.0222071221538863
"Viola_canadensis",-0.536370965736428,0.131773287717124,-0.158371324535063
"Viburnum_edule#seed_shrb",-0.552804781136337,-0.144316407093896,0.0949508389128567
"Pylaisiella",-0.564819417876707,-0.0448035591776843,-0.174402257113624
"Corylus_cornuta#seed_shrb",-0.576263894444951,0.101854813820139,-0.122041879680382
"Mertensia_paniculata",-0.590136707493712,-0.12560595476707,-0.00456242825363141
"Brachythecium",-0.602240872203129,-0.158514146346235,-0.216750506461348
"Maianthemum_canadense",-0.605650165153799,0.164775217674615,0.180653130797134
"Fragaria_virginiana",-0.648963362588497,0.125846297517074,-0.0511269141580242
"Galium_boreale",-0.649607333870096,0.201032427293624,-0.0642702591480876
"Rubus_pubescens",-0.680780244001891,-0.206164397730016,0.0215843868076754
"Aralia_nudicaulis",-0.685096619430116,-0.0438125049435771,0.0758431631478165
"Populus_tremuloides#ostr_tree",-0.688680387060936,0.118226719091159,0.116255987186608
"Rosa_acicularis#seed_shrb",-0.750438165856119,0.120849273204124,0.0735950695602643
